summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,density,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
26,110.3846154,3.269230769,0.654285714,78.03846154,0.107060063,0.000245321,1312,3,28.721,0.175,0.102,7.788,0.431,1.027,32.107,38.525
33,82,2.909090909,1.889130435,66.87878788,0.286674969,0.000186119,1055,3,30.891,0.176,0.125,8.902,0.597,1.318,29.323,33.271
31,74.83870968,2.935483871,0.486666667,41.61290323,0.029871852,0.000260935,2166,5,22.198,0.123,0.082,12.816,0.361,0.644,25.831,34.606
50,70.8,3.4,0.653809524,26.16,0.134356164,0.00042286,1465,4,27.576,0.175,0.107,6.937,0.677,0.589,25.119,43.662
60,103.1833333,5.683333333,1.115853659,10.1,0.167031963,0.000537488,2689,6,18.595,0.123,0.066,8.116,-0.408,0.884,26.999,28.816
44,110.1363636,3.613636364,0.845142857,1.568181818,0.216874222,0.000554517,1637,4,26.351,0.177,0.127,9.3,0.377,0.556,25.394,32.161
37,128.5405405,4.162162162,0.9928,95.83783784,0.216512403,0.000258626,2636,6,18.889,0.096,0.085,2.101,-0.65,0.695,25.596,44.951
17,124.7058824,2.352941176,1.441333333,1.705882353,0.225141015,0.000154221,908,2,32.105,0.185,0.122,12.519,0.998,0.701,31.402,38.648
27,90.66666667,2.888888889,0.762,1.222222222,0.188736682,0.000215499,2933,7,16.985,0.099,0.083,2.069,-0.421,0.427,30.115,29.307
44,156.8863636,2.659090909,1.364444444,39.63636364,0.204171856,0.000415818,3058,7,16.098,0.097,0.06,4.696,0.059,0.267,23.594,36.347
74,106.1216216,2.702702703,1.101587302,5.810810811,0.267308404,0.000404745,2162,5,22.216,0.118,0.078,7.441,0,0.824,26.061,46.461
61,123.5901639,2.803278689,0.688333333,46.60655738,0.187109814,0.000344778,1797,4,25.019,0.158,0.101,15.707,0.05,0.853,24.637,35.08
34,136.0294118,3.294117647,0.6184,66.35294118,0.133601934,0.000439721,1976,5,23.575,0.159,0.103,1.671,0.331,0.499,25.572,37.95
47,152.5957447,2.617021277,0.885555556,46.25531915,0.216671524,0.000337262,2275,5,21.479,0.145,0.094,5.725,0.235,0.628,22.111,32.049
45,150.0666667,2.622222222,1.113428571,29.62222222,0.166210046,0.00042984,2950,7,16.852,0.095,0.061,1.383,-0.637,0.653,21.824,48.496
94,137.3191489,2.680851064,1.318,47.94680851,0.271203731,0.000864687,1690,4,25.903,0.142,0.11,5.643,0.472,0.856,22.183,44.442
146,131.2191781,3.267123288,0.991367521,22.65068493,0.274704447,0.000822878,1950,5,23.761,0.152,0.084,12.226,-0.068,0.708,26.054,43.586
33,69.57575758,3.393939394,0.83,8.575757576,0.233457866,0.000257069,2080,5,22.828,0.136,0.081,9.398,0.173,1.092,27.99,27.294
27,90.81481481,5.111111111,0.694285714,3.444444444,0.243734145,0.000242819,1547,4,26.952,0.177,0.121,4.561,0.46,1.089,23.071,29.839
43,87.69767442,4.976744186,1.060909091,37.60465116,0.155782096,0.00032605,1838,4,24.642,0.176,0.112,8.441,0.182,0.579,26.148,30.996
34,228.9705882,5.823529412,1.213478261,18.70588235,0.320306205,0.000234145,1796,4,25.028,0.158,0.109,3.043,-0.882,0.289,45.489,37.424
50,161.54,3.8,1.256410256,41.48,0.389150685,0.00077726,2745,6,18.289,0.086,0.055,1.657,-1.112,0.118,43.442,46.885
52,262.5576923,5.942307692,0.951052632,16.51923077,0.507428872,0.000629472,1357,3,28.418,0.195,0.144,5.645,-0.219,0.178,37.35,39.222
58,146.7758621,4.24137931,1.09,32.27586207,0.202739726,0.001018404,657,2,34.531,0.213,0.166,5.69,0.005,0.8,40.438,43.895
78,133.3717949,4.051282051,1.534262295,21.92307692,0.326378644,0.00102372,991,3,31.366,0.218,0.131,7.115,-0.344,0.755,39.772,42.846
50,252.5,3.56,0.833142857,86.14,0.234794521,0.0006891,2592,6,19.197,0.083,0.058,3.969,-0.866,1.05,32.747,44.971
181,222.9447514,2.861878453,0.831417323,23.44198895,0.593339893,0.002836151,1705,4,25.779,0.111,0.102,1.707,-0.73,0.277,46.827,56.015
59,161.0338983,3,1.12804878,64.81355932,0.331460413,0.000522013,1618,4,26.462,0.15,0.117,3.549,0.055,0.922,35.776,34.611
41,413.2439024,3.707317073,0.96037037,118.4146341,0.302238557,0.000332052,2926,7,17.02,0.084,0.052,1.149,-1.089,0.372,36.126,47.661
25,189.36,7.16,1.372777778,55.4,0.244164384,0.00035309,2338,5,21.021,0.126,0.09,2.09,-0.716,0.139,36.413,44.78
84,139.9642857,3.035714286,1.078059701,36.05952381,0.327299413,0.000812398,1062,3,30.857,0.162,0.125,1.888,0.142,0.485,52.609,37.811
66,167.6363636,3.727272727,1.12625,29.72727273,0.455251142,0.000916995,2177,5,22.142,0.08,0.065,0.69,-0.77,0.921,46.079,46.657
47,163.7446809,8.404255319,1.249714286,19.65957447,0.330807345,0.000577349,1217,3,29.533,0.158,0.103,4.458,-0.154,0.006,56.66,48.882
90,155.6,3.011111111,1.297826087,19.71111111,0.366423135,0.001388287,2898,6,17.215,0.068,0.055,0.861,-1.209,0.899,35.982,41.979
170,181.5764706,5.758823529,1.006341463,33.01176471,0.530136986,0.002244307,1960,5,23.704,0.111,0.089,1.869,-0.676,0.425,44.868,48.847
200,143.615,4.52,1.228417722,71.37,0.559575342,0.00347509,2000,5,23.406,0.129,0.08,9.067,-0.545,-0.639,48.726,43.757
73,146.1506849,2.657534247,1.659791667,81.98630137,0.439294427,0.001663828,1674,4,26.044,0.159,0.103,7.831,-0.346,-0.146,44.533,44.617
110,148.8636364,5.009090909,1.831829268,21.78181818,0.518007472,0.000706152,2378,5,20.684,0.107,0.085,2.534,-0.573,0.39,43.267,32.919
81,152.5308642,2.518518519,1.585942029,32.60493827,0.388432268,0.000774532,2143,5,22.328,0.142,0.103,4.649,-1.034,0.008,41.645,36.53
47,161.5319149,3.255319149,1.469655172,56.63829787,0.317283591,0.000463568,2514,6,19.675,0.114,0.076,3.501,-1.056,0.24,41.714,37.065
36,207.0833333,10.13888889,1.103846154,34.58333333,0.343759513,0.000277489,2483,6,19.842,0.093,0.07,4.48,-1.172,0.968,33.881,42.643
44,160.5,3.022727273,1.036756757,61.93181818,0.203362391,0.00053248,2460,6,20.025,0.107,0.078,1.886,-0.725,0.617,35.116,42.329
41,229.902439,3.414634146,0.816,29.48780488,0.311326428,0.000321414,2444,6,20.135,0.123,0.091,4.879,-0.706,0.454,30.263,39.859
48,180.8958333,4.041666667,0.775897436,57.77083333,0.183276256,0.000397714,727,2,33.862,0.199,0.149,6.905,-0.005,1.234,40.927,37.329
99,158.6363636,9.01010101,1.7885,35.42424242,0.247682302,0.001287177,2258,5,21.59,0.09,0.07,2.649,-1.159,1.012,44.45,38.534
128,149.6875,4.28125,1.655188679,42.5625,0.287264555,0.00241499,2525,6,19.621,0.084,0.05,3.045,-1.268,0.365,43.106,54.143
88,162.5568182,3.090909091,0.905072464,55.52272727,0.304701121,0.000869549,2232,5,21.771,0.126,0.087,7.1,-0.314,0.095,37.43,41.053
78,165.4615385,4.076923077,1.044035088,22.76923077,0.334246575,0.000790511,2473,6,19.923,0.095,0.086,9.635,-0.911,0.378,32.595,44.885
82,144.5243902,3.890243902,1.027714286,26.34146341,0.397360508,0.000573693,3128,7,15.663,0.093,0.047,1.242,-0.54,0.279,31.755,41.811
18,153.0555556,14,0.849285714,78.66666667,0.304414003,0.000253198,2277,5,21.45,0.135,0.113,5.284,-0.886,0.04,32.203,41.056
26,197.9230769,3.538461538,0.971363636,25.84615385,0.256480506,0.000266408,1553,4,26.916,0.157,0.105,4.688,0.03,0.722,34.845,46.405
75,132.7466667,6.4,1.094032258,29.98666667,0.276383562,0.000752711,1199,3,29.726,0.193,0.146,7.526,-0.343,0.627,38.279,38.123
52,169.3461538,5.326923077,0.916136364,25.07692308,0.483561644,0.000478909,2782,6,18.046,0.107,0.062,3.343,-1.152,0.659,31.768,41.889
4,44.25,1,1.905,1.25,0.708219178,5.18E-06,3140,7,15.611,0.119,0.06,8.715,-0.676,-0.105,33.436,24.157
9,98.55555556,4,0.858333333,2.333333333,0.168340944,5.21E-05,3197,7,15.232,0.096,0.059,10.803,-0.141,-0.142,26.657,31.071
2,48,1.5,2.05,1,0.795890411,9.09E-06,2778,6,18.071,0.114,0.096,18.418,-0.211,-0.268,24.565,24.553
5,56.8,1,3.343333333,2.6,0.544109589,9.49E-07,2805,6,17.875,0.137,0.091,16.26,-0.491,0.175,27.267,10.713
21,75.76190476,1.952380952,1.35,1.857142857,0.247488584,6.70E-05,2884,6,17.289,0.097,0.052,10.389,-0.346,0.835,28.707,31.232
7,41.28571429,1.857142857,0.858333333,1.285714286,0.154598826,2.42E-05,2313,5,21.15,0.124,0.079,16.113,-0.19,0.442,38.025,22.205
3,37.66666667,2.666666667,1.73,1,0.272146119,1.01E-05,2045,5,23.106,0.165,0.094,16.405,-0.073,0.273,33.226,24.708
4,60.5,2.25,2.3,1.5,0.195205479,1.33E-05,2715,6,18.446,0.148,0.098,16.596,-0.711,-0.074,26.181,17.754
3,33,1,3.273333333,2,0.193607306,1.10E-05,2901,6,17.185,0.121,0.092,4.126,-0.364,-0.105,23.267,35.048
12,67.25,1.666666667,0.914444444,1.75,0.293835616,5.64E-05,2681,6,18.608,0.122,0.11,2.634,0.157,-0.303,24.549,28.293
9,73.88888889,2.333333333,1.061428571,1.333333333,0.19847793,4.77E-05,3330,7,14.372,0.095,0.056,11.395,-0.451,0.263,25.882,25.306
3,30.66666667,1,2.983333333,3,0.087671233,2.60E-06,2558,6,19.425,0.138,0.099,17.809,-0.426,0.277,26.331,16.989
1,25,1,0.08,1,0,3.27E-06,2843,6,17.542,0.13,0.076,12.293,-0.699,-0.131,32.024,26.043
68,92.33823529,3.794117647,2.434677419,11.22058824,0.370225624,0.000362597,1647,4,26.261,0.141,0.084,20.544,0.012,1.184,28.101,38.483
59,85.6440678,2.457627119,1.693846154,23.77966102,0.379010912,0.000626896,1584,4,26.682,0.192,0.12,13.621,0.132,-0.221,30.212,40.269
59,132.6440678,2.152542373,2.61754717,49.62711864,0.331692593,0.000449483,1993,5,23.436,0.123,0.102,9.464,0.138,0.339,28.307,45.328
42,72.76190476,4.880952381,1.776315789,7.523809524,0.177690802,0.00027558,2120,5,22.512,0.084,0.054,4.267,0.219,0.97,25.898,62.774
48,122.1666667,2.1875,1.021538462,69.10416667,0.130936073,0.000321124,2644,6,18.843,0.114,0.07,3.255,0.054,0.599,25.39,37.759
56,84.41071429,3.107142857,1.262978723,3.428571429,0.223091977,0.000388834,1921,4,24,0.122,0.09,7.577,0.056,1.237,26.699,37.517
21,79,6.714285714,1.650909091,1.095238095,0.157338552,0.000183019,2404,5,20.494,0.122,0.076,6.689,0.378,0.072,26.567,41.223
35,82,3.685714286,1.362,1.457142857,0.146379648,0.00027899,2578,6,19.316,0.114,0.053,7.119,0.3,0.201,25.552,47.215
33,94.75757576,8.636363636,0.584615385,34.39393939,0.313989207,0.000212797,2241,5,21.733,0.15,0.084,13.812,0.079,0.349,28.119,30.744
29,118.3793103,2.75862069,0.892692308,35.5862069,0.235994332,8.37E-05,2860,6,17.427,0.075,0.033,4.582,0.214,0.894,19.326,50.542
14,113.4285714,1.5,0.937692308,73.85714286,0.380821918,0.000101553,2491,6,19.787,0.12,0.07,6.041,0.458,0.176,23.454,40.636
27,95.14814815,2.962962963,0.741052632,1.555555556,0.084018265,0.000181445,2593,6,19.197,0.116,0.071,2.924,0.443,0.27,27.979,33.346
19,102.0526316,2.736842105,0.997333333,108.7894737,0.190627253,0.000114941,2972,7,16.656,0.061,0.036,4.776,-0.16,0.639,23.245,57.98
11,89,2.636363636,0.682222222,2.454545455,0.217185554,0.000121717,1972,5,23.596,0.171,0.09,11.989,0.529,-0.229,26.294,36.297
28,122.3214286,2.107142857,1.58047619,72.75,0.260763209,0.000153613,967,2,31.549,0.202,0.138,4.724,0.336,0.6,29.998,52.484
29,128.0344828,3.034482759,0.5455,39.10344828,0.199905527,0.000259507,2708,6,18.498,0.135,0.077,4.648,-0.103,0.04,28.972,32.706
44,99.43181818,5.25,0.80125,2.977272727,0.293960149,0.000380527,1806,4,24.936,0.122,0.071,4.396,0.065,1.722,24.271,45.06
46,135.3695652,6.304347826,0.873076923,70.58695652,0.225074449,0.000404633,1894,4,24.245,0.138,0.096,17.339,0.287,0.776,25.188,33.028
31,113.0967742,2.580645161,0.981923077,37.83870968,0.236588599,0.000236789,3234,7,14.932,0.06,0.031,4.762,-0.333,0.661,20.292,53.881
19,119,2.947368421,0.761333333,57.57894737,0.177217015,0.000122651,2297,5,21.291,0.092,0.069,6.594,-0.033,0.66,23.996,59.745
23,123.9565217,3.782608696,0.726315789,5.956521739,0.103156641,0.000245651,1679,4,26.014,0.155,0.118,8.649,0.644,0.471,25.92,35.085
34,89.26470588,3.235294118,1.060689655,2.088235294,0.141418211,0.000331575,1957,5,23.727,0.157,0.093,5.048,0.081,0.671,28.191,39.594
48,81.625,3.4375,0.808918919,5.145833333,0.150799087,0.000488909,1432,3,27.883,0.122,0.066,12.772,0.051,1.684,28.747,54.378
34,87.82352941,8.617647059,0.955,8.147058824,0.112328767,0.000294086,2033,5,23.236,0.08,0.059,7.604,0.209,1.59,22.924,50.927
31,86.74193548,2.709677419,1.09875,33.32258065,0.114538224,0.000346464,2233,5,21.766,0.066,0.037,14.245,0.507,1.415,21.474,48.03
41,89.09756098,2.609756098,1.17030303,3.097560976,0.213832275,0.000302048,711,2,34.093,0.168,0.102,15.744,0.595,2.01,27.563,45.176
30,99.3,2.9,0.926363636,4.8,0.183196347,0.000351912,1171,3,29.918,0.17,0.116,7.662,0.722,0.098,28.025,59.298
28,81.67857143,2.714285714,1.226521739,5.107142857,0.095988258,0.000315197,1884,4,24.327,0.135,0.076,9.855,0.323,0.342,25.382,57.935
31,82.22580645,2.225806452,1.363333333,1.387096774,0.139284136,0.000388197,401,1,37.895,0.136,0.097,21.911,0.367,2.099,32.816,80.291
15,71,4.466666667,1.25,1.666666667,0.239269406,0.00011214,2128,5,22.44,0.147,0.084,8.429,-0.129,0.681,27.33,39.605
11,89.09090909,2.454545455,0.44,1.181818182,0.454794521,7.35E-05,2408,5,20.479,0.136,0.081,4.01,0.073,0.53,22.916,40.179
16,70.6875,2.25,0.876153846,1.75,0.225171233,9.07E-05,1301,3,28.816,0.179,0.107,16.649,0.341,0.864,27.467,40.735
8,38.625,1.625,1.03,1.25,0.469178082,3.36E-05,845,2,32.698,0.188,0.137,11.478,0.386,1.07,30.051,45.666
38,93.55263158,4.684210526,1.0703125,27.60526316,0.115501081,0.000219118,3055,7,16.108,0.087,0.052,4.139,-0.237,0.339,25.615,45.143
21,135.6190476,7.619047619,1.072142857,48.76190476,0.2024788,9.92E-05,2995,7,16.47,0.099,0.066,0.991,-0.237,0.264,24.914,41.933
14,78.85714286,2.785714286,0.485454545,1.642857143,0.298825832,8.07E-05,1132,3,30.231,0.217,0.133,13.562,0.169,0.452,26.253,45.247
71,79.12676056,3.422535211,0.918135593,1.436619718,0.184217635,1.00E-04,1848,4,24.577,0.116,0.088,8.587,-0.443,1.591,25.314,43.69
46,63.30434783,4.239130435,0.87075,1.826086957,0.164383562,0.000121166,2702,6,18.536,0.132,0.08,6.752,-0.049,0.064,27.399,31.191
38,75.44736842,6.578947368,1.217352941,2.631578947,0.266258111,0.000369174,2535,6,19.571,0.121,0.069,5.566,0.095,0.227,25.921,44.504
22,62.95454545,3.409090909,0.5625,1.409090909,0.235118306,9.94E-05,1067,3,30.785,0.167,0.121,14.512,0.521,0.953,31.855,40.594
8,79.125,2.125,0.6375,1.125,0.305821918,6.23E-05,2706,6,18.517,0.107,0.075,4.585,-0.418,0.362,26.789,45.089
13,64.15384615,2.538461538,0.908571429,1.307692308,0.160168599,6.22E-05,1200,3,29.721,0.182,0.12,8.786,0.214,0.776,29.556,50.088
13,61.53846154,3,0.84375,1.384615385,0.221285564,0.000102998,1139,3,30.194,0.209,0.145,9.996,0.403,0.646,28.447,33.404
11,58,2,0.765714286,1,0.160647572,7.57E-05,2519,6,19.665,0.113,0.089,3.72,-0.025,0.258,27.11,40.144
13,49.84615385,3.846153846,0.573333333,1.307692308,0.189041096,9.05E-05,2579,6,19.315,0.096,0.069,4.338,-0.444,0.686,23.429,53.99
11,62.81818182,9.909090909,1.055,1.090909091,0.252801993,4.95E-05,3011,7,16.358,0.078,0.056,9.219,-0.561,0.515,28.112,40.536
39,88.41025641,3.58974359,0.956666667,33.17948718,0.18623112,0.000417256,870,2,32.424,0.177,0.108,10.836,0.589,1.366,30.507,45.855
47,98.36170213,2.680851064,1.371282051,2.659574468,0.181929467,0.000339477,1749,4,25.416,0.114,0.073,6.031,0.514,0.638,27.992,61.729
22,82.18181818,2.863636364,1.393157895,3.227272727,0.235491905,0.000278341,1997,5,23.431,0.17,0.079,11.709,-0.086,0.338,29.823,41.811
31,78.22580645,3.419354839,0.580869565,1.64516129,0.259301812,0.000392261,1109,3,30.432,0.196,0.103,6.689,0.582,1.434,25.303,37.496
49,104.9183673,2.469387755,1.085263158,28.24489796,0.177131675,0.000314071,2499,6,19.761,0.086,0.055,3.043,-0.087,1.289,25.304,43.804
32,81.78125,2.90625,0.633703704,1.5625,0.093150685,0.000220758,1745,4,25.455,0.096,0.057,6.706,0.703,0.949,24.003,65.015
25,114.92,2.44,2.117727273,41.96,0.284054795,0.00030909,2001,5,23.401,0.144,0.076,5.265,0.041,0.712,26.436,50.5
39,88.17948718,3.897435897,1.642857143,8.153846154,0.238285915,0.000130429,1605,4,26.601,0.159,0.082,11.998,-0.324,1.385,29.009,43.453
42,88.04761905,4.523809524,1.629090909,2.523809524,0.232941944,0.000398413,2942,7,16.907,0.055,0.036,7.175,-0.118,0.514,24.909,59.577
18,86,3.333333333,2.145454545,1.555555556,0.203500761,0.000154535,1385,3,28.222,0.187,0.117,15.818,0.449,0.492,28.441,35.928
63,124.4603175,3.920634921,1.578867925,20.23809524,0.314198739,0.000373128,1685,4,25.93,0.131,0.101,3.85,0.071,0.893,31.413,49.58
53,102.4150943,4.490566038,1.35255814,8.566037736,0.258206255,0.000647703,1840,4,24.638,0.118,0.068,6.463,-0.236,0.477,30.832,80.723
55,121.6181818,6.345454545,2.0036,4.509090909,0.368468244,0.000561689,1252,3,29.263,0.217,0.117,9.048,0.397,0.433,31.787,37.592
40,81.575,2.325,1.690882353,1.95,0.192191781,0.000331933,1513,4,27.175,0.177,0.114,5.416,0.151,0.531,26.699,50.789
45,144.1555556,3.177777778,1.075789474,32.51111111,0.282313546,0.000356928,2847,6,17.52,0.108,0.062,7.935,-0.334,0.094,24.217,47.358
83,117.7108434,4.795180723,1.384583333,22.03614458,0.230764153,0.00031472,1464,4,27.59,0.144,0.089,8.18,0.333,0.361,34.149,60.094
44,116.3863636,4.272727273,1.652820513,4.613636364,0.377957659,0.000288474,2857,6,17.446,0.099,0.06,5.085,-0.001,-0.075,27.186,46.01
47,96.65957447,2.765957447,1.643863636,4.127659574,0.30212766,0.00031961,1173,3,29.912,0.207,0.142,12.132,0.303,0.053,32.188,39.512
24,69.29166667,2.625,0.87,1.5,0.256621005,0.000149392,2040,5,23.176,0.121,0.074,12.344,0.034,0.534,27.281,53.33
19,89.73684211,2.210526316,0.571333333,1.684210526,0.159192502,9.44E-05,2140,5,22.363,0.103,0.067,6.368,-0.337,0.863,30.162,56.7
16,61.3125,2.0625,0.713636364,1.625,0.303082192,0.000148082,2406,5,20.481,0.121,0.076,8.092,-0.036,0.412,25.904,44.365
11,48.36363636,11,0.582,1.363636364,0.366874222,3.92E-05,2410,5,20.465,0.097,0.079,4.763,-0.03,0.29,35.336,41.97
25,65.36,2.72,0.677058824,41.52,0.360109589,0.000150256,2165,5,22.2,0.118,0.075,7.621,-0.098,0.635,26.79,52.401
19,78.31578947,2.631578947,1.79875,53.78947368,0.199279019,8.81E-05,2089,5,22.781,0.146,0.082,4.04,0.031,0.763,27.531,41.865
17,44.52941176,3.941176471,0.960625,1.470588235,0.323771152,0.000100106,2197,5,22.028,0.09,0.07,6.324,0.171,0.559,29.452,56.054
20,60.15,4.3,0.95,2.2,0.229589041,0.000136485,825,2,32.875,0.149,0.1,13.05,0.421,0.476,38.753,80.32
47,125.106383,2.617021277,1.013243243,25.59574468,0.247391431,0.000476265,1708,4,25.76,0.144,0.078,12.202,0.95,-0.602,32.306,46.378
26,73.84615385,5.730769231,1.44625,5.038461538,0.103688093,0.000179356,2598,6,19.16,0.104,0.071,2.154,-0.262,0.614,23.084,50.836
20,78.25,2.55,1.699444444,3.75,0.325753425,0.000250302,1178,3,29.873,0.188,0.099,11.318,0.107,0.355,33.833,60.708
33,99.96969697,2.545454545,1.426451613,12.03030303,0.298547115,0.000333918,1320,3,28.68,0.192,0.123,12.255,0.378,0.401,31.294,37.751
29,97.06896552,3.482758621,1.024583333,4.586206897,0.254133207,0.000214035,1668,4,26.097,0.124,0.084,8.977,0.065,0.847,30.498,57.863
28,80.96428571,5.678571429,2.159166667,39.57142857,0.283268102,0.000328626,1883,4,24.33,0.121,0.068,16.977,-0.053,0.339,27.532,63.813
23,53.86956522,6.913043478,0.737222222,1.608695652,0.229303157,0.00015384,2874,6,17.362,0.104,0.064,5.195,-0.526,0.452,23.835,45.696
26,82.5,3.653846154,0.732727273,39.69230769,0.315279241,0.000141506,2748,6,18.271,0.07,0.054,4.01,-0.692,1.011,24.753,54.545
18,133.5555556,6.555555556,1.01,56.55555556,0.183105023,0.000104818,1866,4,24.483,0.147,0.092,2.541,0.302,0.765,26.603,45.087
8,78.375,1.75,0.781428571,126.625,0.299315068,5.07E-05,2540,6,19.56,0.122,0.086,7.321,0.055,0.408,23.633,34.957
15,57.4,8.6,0.668333333,1.6,0.182283105,0.000146735,961,2,31.583,0.174,0.119,14.544,0.793,0.506,25.397,55.731
24,63.25,2.916666667,0.777058824,1,0.151027397,0.000209485,2021,5,23.279,0.111,0.071,6.141,-0.171,0.087,30.871,70.689
9,63.44444444,2.444444444,0.8125,1.333333333,0.068493151,8.02E-05,1247,3,29.29,0.212,0.106,14.77,0.221,0.668,32.26,37.386
8,50.375,2.75,0.326666667,2,0.231164384,5.61E-05,2945,7,16.888,0.13,0.061,11.863,-0.114,-0.307,26.408,31.762
9,101.8888889,3.111111111,0.906,111.8888889,0.282800609,5.41E-05,1918,4,24.037,0.142,0.096,8.983,-0.13,0.353,30.356,49.227
3,97,2,0.77,1.333333333,0.269406393,2.30E-05,2772,6,18.167,0.121,0.065,17.464,-0.237,-0.14,25.029,37.985
12,68.41666667,4.25,1.452857143,84.83333333,0.510502283,2.37E-05,2870,6,17.38,0.078,0.054,2.693,-0.032,0.929,25.148,40.21
16,67.1875,2.9375,0.904615385,2.0625,0.295376712,9.72E-05,1974,5,23.589,0.109,0.069,10.597,-0.001,0.585,29.47,60.352
7,38.14285714,1.142857143,1.47,1.428571429,0.281800391,5.59E-05,1786,4,25.101,0.179,0.108,12.947,0.166,0.109,29.651,35.617
10,131.4,5.1,0.366666667,1.7,0.354246575,5.64E-05,2385,5,20.607,0.149,0.097,8.439,-0.512,0.203,25.997,37.937
17,60.94117647,3.588235294,1.141666667,1.764705882,0.469298952,8.91E-05,2624,6,18.954,0.123,0.077,5.04,-0.206,0.017,25.981,45.37
16,73.5625,2.625,0.622,3.4375,0.24109589,9.74E-05,1615,4,26.483,0.186,0.104,10.254,0.252,0.414,33.09,34.894
25,66.04,2.76,1.026190476,1.6,0.254356164,0.000203499,3262,7,14.764,0.075,0.038,4.441,-0.282,0.427,24.496,45.936
17,85.29411765,3.882352941,0.572,1.235294118,0.323448832,0.000104131,2613,6,19.058,0.096,0.072,4.067,-0.513,0.865,24.069,46.832
15,108.2666667,5.866666667,0.851,2.133333333,0.224657534,0.00012873,2684,6,18.606,0.109,0.075,1.894,0.482,-0.028,22.563,40.544
10,66.3,1.8,1.495,1.9,0.473424658,9.82E-05,1253,3,29.257,0.192,0.095,21.92,-0.223,0.025,38.301,52.324
17,65.94117647,7.117647059,0.712727273,60.64705882,0.253827558,0.000140158,2631,6,18.917,0.128,0.068,4.184,0.362,0.276,25.105,33.899
10,107.6,2.8,1.244285714,101.1,0.131506849,4.98E-05,3209,7,15.132,0.097,0.057,2.114,-0.376,0.608,23.878,33.317
27,93.18518519,2.925925926,1.062272727,1.259259259,0.349264333,0.000150533,1402,3,28.097,0.152,0.092,8.592,0.07,0.914,30.347,58.053
5,88.2,1.4,1.64,200.6,0.189041096,2.76E-05,2146,5,22.312,0.155,0.096,4.525,-0.472,0.51,28.116,42.624
36,70.41666667,2.972222222,0.648076923,1.25,0.265449011,0.000153542,2802,6,17.894,0.125,0.069,6.528,-0.678,0.206,27.934,40.347
34,74.35294118,3.735294118,0.884761905,1.323529412,0.177921031,0.000176178,1994,5,23.435,0.127,0.1,5.496,0.081,0.743,28.254,41.466
32,57.5,4.28125,0.831923077,1.21875,0.235958904,0.000295333,1757,4,25.368,0.138,0.086,11.585,0.3,0.462,26.369,55.164
23,92.60869565,2.47826087,0.69,1.304347826,0.182370459,0.000183435,3177,7,15.409,0.074,0.051,4.271,-0.436,0.668,21.268,46.141
26,77.34615385,3.346153846,0.966666667,2.038461538,0.265015806,0.000266428,1718,4,25.703,0.138,0.08,8.952,0.123,0.699,27.495,59.133
29,97.24137931,4.172413793,1.2755,1.517241379,0.302031176,0.000275312,2248,5,21.709,0.092,0.066,5.123,-0.103,0.768,24.2,62.665
31,60.70967742,2.516129032,1.814827586,8.838709677,0.145558992,0.000219854,2134,5,22.411,0.145,0.103,6.834,0.104,0.518,26.629,32.811
26,102.3076923,2.807692308,1.31826087,2.5,0.231296101,0.000143282,1601,4,26.612,0.164,0.121,11.864,0.04,0.537,32.028,37.474
22,88.81818182,3.181818182,1.337894737,3.636363636,0.320921544,0.000145006,1303,3,28.803,0.187,0.126,10.447,0.413,0.227,31.821,41.849
31,86.58064516,4.806451613,0.914074074,36.35483871,0.17260274,0.000358679,1529,4,27.075,0.177,0.102,8.505,0.712,0.622,25.949,37.378
67,92.98507463,5.746268657,1.100208333,17.71641791,0.160948681,0.000320714,2493,6,19.78,0.109,0.069,3.007,-0.346,0.725,26.932,47.821
9,56.88888889,4.222222222,0.482,1.333333333,0.217960426,4.59E-05,2387,5,20.602,0.131,0.077,11.175,-0.147,0.002,33.314,37.469
14,64.57142857,5.071428571,0.934444444,1.785714286,0.221135029,8.31E-05,2685,6,18.605,0.138,0.096,5.266,-0.178,-0.045,26.736,28.427
24,59,18.125,0.816190476,2.541666667,0.167465753,0.000153366,1383,3,28.226,0.163,0.123,11.883,-0.255,0.901,31.507,44.659
7,148.8571429,2,1.205,1.285714286,0.317808219,4.82E-05,1837,4,24.646,0.183,0.092,7.187,0.119,0.118,34.054,38.423
11,304.0909091,3.545454545,1.5975,25.36363636,0.19626401,4.31E-05,2363,5,20.796,0.126,0.076,14.765,0.131,0.504,31.188,25.141
20,54.8,11.15,0.535,3.3,0.286712329,0.00015845,1703,4,25.793,0.145,0.097,10.111,0.168,0.269,44.414,32.525
29,61.51724138,4.896551724,1.033703704,1.75862069,0.258667926,0.000150446,2156,5,22.25,0.105,0.073,9.306,-0.229,0.692,34.581,46.387
17,69.52941176,2.529411765,1.039166667,1.588235294,0.288960516,8.40E-05,2007,5,23.374,0.131,0.1,9.463,-0.033,0.555,30.952,39.251
30,65.53333333,3.733333333,0.350952381,1.2,0.19652968,0.00013361,2070,5,22.918,0.13,0.077,8.896,0.019,0.688,31.156,42.707
25,81.28,2.32,0.5515,1.6,0.26630137,0.000115391,2360,5,20.821,0.121,0.072,6.198,0.019,0.885,32.642,28.253
