summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,density,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
23,57.60869565,3.739130435,0.478421053,2.130434783,0.246456224,0.000123771,1628,4,26.399,0.146,0.081,12.687,-0.25,0.953,35.935,46.536
19,112.3157895,11.89473684,0.6175,1.736842105,0.3296323,0.000118758,1274,3,29.027,0.151,0.103,20.992,0.127,0.632,43.022,35.223
12,67.91666667,2.083333333,1.088,1.583333333,0.285844749,5.26E-05,1604,4,26.601,0.12,0.091,10.635,-0.261,0.76,43.173,47.287
15,78.13333333,1.933333333,1.772,1.866666667,0.318356164,9.76E-05,1728,4,25.659,0.154,0.101,11.406,-0.065,0.221,36.713,43.814
25,73.64,2.44,0.781052632,1.84,0.333369863,9.63E-05,2350,5,20.924,0.1,0.067,7.959,-0.099,0.564,35.797,42.095
10,50.3,3.8,1.15,2,0.136164384,6.77E-05,2618,6,19.011,0.127,0.06,10.623,-0.15,0.133,35.117,32.069
21,80.38095238,7.619047619,1.246153846,1.952380952,0.369732551,8.82E-05,1683,4,25.946,0.106,0.082,12.115,-0.312,0.857,34.744,60.375
8,58.25,2,0.668333333,1.625,0.439041096,6.19E-05,2651,6,18.76,0.094,0.056,6.465,-0.628,0.358,35.225,48.155
11,61.45454545,3.454545455,2.31,2.272727273,0.487173101,8.57E-05,992,3,31.365,0.17,0.107,16.311,0.176,1.342,38.204,35.343
12,69.5,2.166666667,1.811666667,1.333333333,0.419178082,7.00E-05,1307,3,28.771,0.168,0.097,18.24,0.391,0.863,37.721,30.811
17,71.52941176,4.882352941,1.35625,2.058823529,0.32715552,0.000135906,1999,5,23.406,0.14,0.085,16.164,-0.422,0.395,34.379,41.556
9,73.33333333,2.444444444,0.958333333,1.222222222,0.103500761,7.08E-05,2952,7,16.828,0.098,0.059,15.046,-0.77,-0.141,32.961,36.406
22,62.90909091,6.363636364,0.715333333,1.227272727,0.218306351,4.27E-05,1585,4,26.678,0.136,0.101,17.869,-0.203,0.993,37.508,33.466
2,50,11.5,0.16,1.5,0.5,6.75E-06,3090,7,15.897,0.072,0.066,17.126,-0.382,0.241,27.43,31.112
3,36.33333333,2,0.95,2,0.463926941,1.30E-05,1820,4,24.84,0.153,0.105,26.119,-0.202,0.43,30.022,31.047
1,28,2,0.92,1,0.923287671,2.98E-06,1706,4,25.765,0.122,0.083,18.717,-0.15,0.744,44.177,33.76
3,38,1.666666667,2.503333333,1,0.610045662,1.57E-05,1878,4,24.382,0.15,0.082,19.502,-0.192,0.281,42.236,29.576
23,66.08695652,2.869565217,0.759411765,2.826086957,0.19594997,0.000190955,2407,5,20.481,0.14,0.09,7.223,-0.267,0.344,30.198,32.514
8,62.375,2.375,1.727142857,10.125,0.230821918,6.12E-05,1655,4,26.207,0.165,0.09,22.119,-0.166,0.399,34.375,41.086
14,82.35714286,3.142857143,0.615384615,1,0.190019569,0.000100946,1183,3,29.841,0.175,0.107,17.653,0.595,0.563,35.749,37.218
8,69,3.125,0.713333333,5.875,0.289383562,5.88E-05,1941,5,23.842,0.128,0.083,11.829,0.095,0.36,40.949,34.836
17,65.11764706,3.764705882,1.0525,1.588235294,0.161160355,0.000119037,3228,7,14.978,0.107,0.054,12.376,-0.721,0.106,29.96,26.157
7,42,1.571428571,1.713333333,1.571428571,0.7518591,6.05E-05,2777,6,18.111,0.113,0.081,7.706,-0.07,-0.232,27.235,37.062
7,91.14285714,3.142857143,0.17,1.142857143,0.125244618,4.74E-05,3256,7,14.801,0.101,0.054,6.302,-0.28,-0.017,25.677,35.318
9,66.66666667,2.444444444,1.098571429,1.444444444,0.289802131,4.51E-05,1208,3,29.626,0.197,0.109,14.844,0.096,-0.097,42.758,42.568
7,85.14285714,2.285714286,2.844,6.857142857,0.24148728,8.98E-06,2807,6,17.863,0.085,0.058,9.203,-0.588,0.42,37.992,35.718
7,63.57142857,2.142857143,0.635,1.142857143,0.506066536,5.17E-05,837,2,32.772,0.208,0.111,15.444,0.17,0.601,40.118,49.79
27,97.44444444,2.814814815,0.625714286,7.888888889,0.108066971,0.000183117,2845,6,17.524,0.104,0.059,8.914,-0.109,0.598,26.394,33.367
14,119,3.285714286,0.829230769,4.285714286,0.398630137,0.000134146,3080,7,15.977,0.102,0.057,0.905,-0.146,0.571,22.477,37.588
10,137.8,5,0.424285714,107.1,0.331506849,9.78E-05,3206,7,15.155,0.092,0.061,1.77,-0.085,0.322,23.986,34.632
12,62.16666667,2.25,0.343333333,84.75,0.139726027,0.00010059,3212,7,15.123,0.09,0.065,5.846,-0.301,0.385,25.072,30.884
29,118.3448276,6.137931034,1.118,3.586206897,0.363627775,9.35E-05,2736,6,18.333,0.101,0.053,4.933,-0.282,0.664,39.383,28.479
16,102.875,8.8125,0.895,2.0625,0.267294521,0.000105142,3050,7,16.136,0.113,0.052,4.598,-0.164,0.056,25.861,40.244
14,126.8571429,2,0.977272727,144.6428571,0.263209393,5.21E-05,2829,6,17.646,0.097,0.055,1.786,0.036,0.5,36.597,29.114
13,149.9230769,5.846153846,1.185555556,96,0.315700738,0.000123361,2286,5,21.375,0.119,0.106,2.149,0.007,0.242,36.052,30.637
13,217.8461538,2.307692308,0.753333333,250.2307692,0.273340358,7.15E-05,1551,4,26.942,0.123,0.091,8.317,0.334,0.406,27.123,68.334
17,96.47058824,3.705882353,0.861666667,60.17647059,0.369379533,6.09E-05,3154,7,15.53,0.102,0.074,3.375,-0.145,-0.198,27.034,31.317
12,90.66666667,2.666666667,0.945,103.75,0.253424658,0.000100069,2603,6,19.102,0.137,0.095,4.684,0.026,0.229,25.796,26.113
24,75.75,7.875,0.734736842,99.16666667,0.256621005,0.000204642,1985,5,23.496,0.222,0.102,9.733,-0.144,0.182,28.467,20.94
19,128.7894737,4.210526316,0.579166667,1.315789474,0.202162942,0.000113045,2998,7,16.446,0.119,0.087,7.709,-0.12,-0.636,20.578,33.128
10,78.1,7.2,0.826666667,1.1,0.294520548,6.19E-05,2820,6,17.726,0.129,0.083,6.608,-0.075,-0.248,29.252,25.865
25,105.12,2.8,0.768888889,51.84,0.214356164,0.00012557,2697,6,18.546,0.111,0.073,7.988,0.179,-0.332,30.272,35.955
52,96.40384615,2.538461538,0.818181818,23.76923077,0.22971549,0.000134462,3114,7,15.768,0.085,0.05,6.759,-0.277,0.772,28.203,29.942
23,66.60869565,4.304347826,0.806428571,3.391304348,0.284455033,0.000151738,2742,6,18.296,0.145,0.059,9.778,-0.067,0.444,27.372,25.487
33,107.3636364,5,0.935714286,3.181818182,0.292237443,0.000312256,3247,7,14.846,0.099,0.066,2.523,-0.158,0.181,29.083,22.887
10,123.3,2.4,0.83,1.7,0.404383562,7.63E-05,2976,7,16.635,0.116,0.064,6.404,-0.311,0.246,26.707,33.615
3,101.3333333,3.333333333,0.22,1,0.084931507,2.63E-05,2986,7,16.54,0.127,0.068,9.266,-0.723,-0.164,27.681,34.086
12,41.75,1.75,1.796666667,1.5,0.384474886,9.96E-05,3002,7,16.432,0.126,0.076,14.269,-0.645,-0.238,24.979,28.377
7,126.5714286,1.857142857,0.485714286,1,0.481409002,6.06E-05,2739,6,18.304,0.15,0.079,10.197,-0.716,-0.101,27.045,33.546
11,59.90909091,6.363636364,0.940909091,3.181818182,0.284682441,3.59E-05,2611,6,19.06,0.126,0.07,4.427,-0.371,0.319,32.982,37.293
21,68.28571429,2.428571429,1.423529412,15.61904762,0.390998043,0.000150122,2266,5,21.561,0.119,0.066,8.06,-0.207,1.003,31.134,38.572
25,100.64,3.44,0.798421053,2.12,0.305972603,0.000239133,2087,5,22.8,0.15,0.078,6.927,0.096,0.91,26.883,35.758
17,130.4705882,2.117647059,0.769285714,90.64705882,0.48622079,0.000174402,3193,7,15.258,0.09,0.039,5.267,-0.487,0.763,26.126,36.627
25,68.52,2.68,0.9025,11.16,0.345315068,0.000186765,3203,7,15.181,0.118,0.069,2.751,-0.433,-0.141,27.021,30.927
8,109.625,1.75,0.443333333,126.625,0.20239726,9.56E-05,1763,4,25.305,0.184,0.102,6.178,0.367,0.036,27.659,43.357
13,72.30769231,2.307692308,0.682727273,1.692307692,0.154899895,0.000144376,3049,7,16.141,0.133,0.083,4.669,-0.285,-0.302,24.268,26.663
13,88.76923077,3.230769231,1.334444444,1.692307692,0.147734457,0.000145764,1536,4,27.038,0.184,0.129,15.228,0.05,0.486,27.045,35.326
32,78.34375,5,0.631111111,33.65625,0.118150685,0.000213205,1982,5,23.52,0.14,0.075,8.766,0.115,0.01,30.947,55.448
26,105.1153846,4.038461538,0.924736842,4.692307692,0.174710221,0.000226952,1785,4,25.102,0.189,0.101,17.967,-0.205,0.313,34.732,26.219
44,100.4545455,2.818181818,1.096857143,28.40909091,0.28611457,0.000316707,1630,4,26.388,0.179,0.121,5.865,0.072,0.642,31.83,34.216
13,104,4.307692308,1.369,78.07692308,0.360168599,0.000112307,2422,6,20.336,0.135,0.12,5.775,-0.1,0.205,27.305,23.142
19,85,3.526315789,0.625,4.578947368,0.249170872,0.000115776,2850,6,17.492,0.109,0.063,5.611,-0.015,0.148,28.692,36.402
18,118.3333333,4.722222222,0.636666667,56.66666667,0.111111111,0.00014488,2577,6,19.334,0.096,0.085,7.8,0.519,0.245,25.928,30.185
39,118.025641,2.743589744,1.075405405,11.12820513,0.324060414,0.000182567,2852,6,17.486,0.073,0.051,5.477,-0.322,0.847,28.059,44.859
34,138.2647059,4.529411765,0.724285714,152.1764706,0.200725222,4.89E-05,2859,6,17.433,0.077,0.041,3.418,-0.629,0.938,25.613,53.31
79,140.5822785,8.189873418,1.42559322,37.35443038,0.305219351,0.000118792,1179,3,29.861,0.215,0.116,15.153,-0.058,0.182,34.273,47.76
50,66.96,3.96,1.4855,7.92,0.214849315,0.000327396,1101,3,30.537,0.164,0.094,8.483,-0.074,0.512,37.906,72.509
41,123.1707317,3.707317073,0.907586207,85.70731707,0.126962913,0.000106892,2709,6,18.491,0.108,0.076,7.704,0.245,0.047,28.37,32.062
32,100.21875,3.03125,0.955454545,66.03125,0.317722603,0.000367618,2587,6,19.254,0.119,0.079,11.94,-0.01,0.327,24.256,34.529
8,48.625,1.125,0.9,1.375,0.44109589,3.55E-05,1963,5,23.695,0.169,0.084,23.67,0.123,0.411,31.899,18.56
8,60.125,2.375,1.112857143,1.375,0.263356164,2.76E-05,1835,4,24.659,0.168,0.104,14.793,0.183,0.62,30.011,23.832
19,59.05263158,3.631578947,1.713636364,55.21052632,0.381687094,0.000155419,1843,4,24.607,0.187,0.095,18.443,-0.075,0.506,31.437,23.852
9,56.22222222,7.111111111,0.42125,1.222222222,0.385692542,1.15E-05,2056,5,22.976,0.142,0.09,8.75,-0.328,1.062,35.035,21.583
10,73.4,3,0.843333333,9.7,0.320821918,5.96E-06,1498,4,27.314,0.139,0.099,16.034,0.028,0.409,45.471,36.312
57,108.877193,2.403508772,1.869782609,13.71929825,0.358663783,0.000493928,3344,7,14.287,0.08,0.039,2.255,-0.233,0.215,26.69,42.729
51,108.627451,3.235294118,1.59,9.764705882,0.224603814,0.000433666,2638,6,18.872,0.114,0.078,2.865,-0.275,0.417,25.928,43.297
35,299.2285714,2.542857143,1.115,3.314285714,0.176516634,0.000322133,2661,6,18.717,0.106,0.05,1.833,0.322,0.558,29.717,38.607
56,108.2321429,3.107142857,1.037021277,26.83928571,0.357729941,0.000503536,3175,7,15.428,0.116,0.06,6.135,-0.482,-0.319,27.957,35.66
35,77.51428571,2.6,1.322413793,9.2,0.331037182,0.000243677,1751,4,25.382,0.176,0.132,6.991,-0.029,0.412,26.966,35.862
42,106.8333333,2.357142857,1.206451613,4.547619048,0.198956295,0.00034155,2677,6,18.629,0.125,0.082,4.939,-0.024,0.266,27.034,31.353
22,111.6818182,2.181818182,0.979285714,51.72727273,0.265006227,0.000229173,1730,4,25.647,0.171,0.127,12.003,0.176,0.328,25.146,36.317
28,92,3.5,0.679130435,3.428571429,0.16369863,0.00022237,1430,3,27.898,0.215,0.119,12.588,-0.181,0.231,40.422,26.766
36,98.19444444,2.555555556,0.99625,1.305555556,0.261719939,0.000119029,2564,6,19.4,0.125,0.063,3.919,-0.248,0.899,28.991,33.847
14,132.2142857,3.214285714,0.506666667,96.35714286,0.28297456,0.000145534,3123,7,15.701,0.098,0.054,7.563,-0.261,0.68,25.408,28.095
17,114.5294118,2.411764706,1.145625,18.76470588,0.428686543,5.95E-05,2474,6,19.919,0.102,0.064,5.102,-0.481,1.234,29.419,36.117
12,64.5,2.5,0.486666667,1.666666667,0.198401826,9.76E-05,3096,7,15.858,0.092,0.056,6.826,-0.476,0.39,24.627,41.299
11,66.45454545,12.09090909,1.58875,27.36363636,0.283686177,9.09E-05,2336,5,21.038,0.158,0.082,4.682,-0.182,0.385,30.19,34.986
9,102.4444444,2.444444444,1.202,1.555555556,0.306544901,9.07E-05,861,2,32.542,0.221,0.092,15.649,-0.046,1.054,35.107,52.271
16,79.1875,1.9375,0.603846154,1.25,0.266952055,0.000111116,2846,6,17.52,0.127,0.072,13.995,-0.051,-0.613,29.567,25.969
14,82.07142857,2.357142857,0.496923077,2.071428571,0.167710372,0.000133005,3048,7,16.16,0.096,0.051,10.605,-0.357,0.384,32.62,28.502
27,84.14814815,2.592592593,0.9895,3.777777778,0.174530695,6.30E-05,2099,5,22.718,0.146,0.076,15.563,0.548,0.134,35.252,21.253
27,98,3.444444444,1.060869565,1.740740741,0.193099949,6.14E-05,3041,7,16.179,0.086,0.052,3.755,-0.809,0.555,31.974,40.286
9,111.1111111,2.111111111,1.22,1.333333333,0.252054795,4.40E-05,2325,5,21.096,0.105,0.061,19.721,-0.289,0.263,42.432,31.991
17,118,2.705882353,0.72,59.88235294,0.20918614,4.25E-05,2549,6,19.498,0.11,0.077,8.584,-0.165,0.794,31.391,25.33
25,174.44,3.88,0.776,140.52,0.139835616,4.34E-05,3392,8,14.008,0.055,0.059,0.496,0.271,0.341,25.972,30.374
28,107.6428571,2.571428571,1.006842105,10.03571429,0.284050881,0.000124555,2002,5,23.386,0.119,0.098,5.318,1.082,-0.747,38.045,21.544
20,74.55,15.55,1.326666667,1.25,0.27,0.000123442,2361,5,20.805,0.153,0.084,8.854,0.217,0.166,28.082,28.338
15,138.8666667,3,1.0725,83.4,0.208584475,9.93E-05,3124,7,15.699,0.129,0.076,8.997,-0.341,-0.262,26.241,20.888
16,102.4375,3.5625,0.74,1.4375,0.249486301,7.72E-05,2518,6,19.668,0.124,0.094,2.572,-0.34,-0.183,36.165,34.595
13,82.38461538,1.769230769,0.593333333,84.46153846,0.228661749,5.84E-05,2173,5,22.167,0.117,0.085,13.266,-0.043,0.445,41.092,23.791
17,90.47058824,2.705882353,0.795384615,60,0.245769541,8.40E-05,2234,5,21.764,0.18,0.113,7.728,-0.009,-0.228,30.846,18.482
22,106.5909091,2.545454545,0.97,57.40909091,0.235740971,5.60E-05,2766,6,18.179,0.117,0.071,8.83,-0.119,0.225,36.401,19.008
90,167.9777778,2.844444444,1.47828125,37.45555556,0.367945205,0.001900985,3093,7,15.871,0.101,0.048,8.659,-0.452,0.706,24.671,33.505
132,141.1287879,5.257575758,1.261238095,16.54545455,0.358053134,0.000867969,1970,5,23.605,0.137,0.105,7.8,-0.423,0.747,27.75,44.198
131,207.5267176,4.381679389,1.590813953,28.08396947,0.490285475,0.001294035,3132,7,15.648,0.073,0.048,7.353,-0.511,0.728,25.555,40.935
160,207.825,3.84375,1.255909091,43.1125,0.448972603,0.001213957,2433,6,20.233,0.126,0.103,2.699,-0.695,-0.018,23.733,52.05
13,218.8461538,2.076923077,1.833636364,24.76923077,0.44910432,0.000149119,1669,4,26.096,0.197,0.145,7.189,-0.141,0.276,21.871,39.147
34,202.4411765,3.823529412,1.6096,38.64705882,0.378646253,0.000258804,1152,3,30.083,0.179,0.155,11.014,0.009,0.239,22.362,59.957
45,135.0666667,2.644444444,1.415789474,55.46666667,0.251019787,0.000815101,2716,6,18.423,0.14,0.105,2.953,-0.563,-0.006,22.369,35.177
77,115.038961,4.272727273,1.034354839,30.41558442,0.486746131,0.000945,2305,5,21.229,0.164,0.105,11.063,-0.249,0.273,23.683,29.282
39,155.025641,7.435897436,0.982571429,3.564102564,0.199648753,0.000564442,2063,5,22.942,0.183,0.125,8.957,-0.026,-0.03,23.051,30.175
49,113.5102041,3,1.176341463,28.83673469,0.152082751,0.000572379,1833,4,24.677,0.182,0.124,12.077,0.019,0.451,22.782,31.431
92,260.5326087,4.260869565,2.239571429,25.56521739,0.527278142,0.001157796,2293,5,21.313,0.108,0.063,13.385,-1.082,1.282,23.592,46.891
106,257.7358491,7.471698113,1.576056338,34.33962264,0.471465495,0.001679359,1940,5,23.844,0.116,0.088,9.808,-0.671,1.141,26.079,51.444
197,161.6446701,4.593908629,1.715238095,44.87309645,0.377164314,0.002162481,2466,6,19.958,0.078,0.06,4.095,-0.591,1.465,31.351,38.327
68,130.6911765,4.132352941,1.111403509,9.382352941,0.334609186,0.000836821,2076,5,22.865,0.148,0.114,4.25,-0.3,0.441,23.3,45.923
47,140.8297872,4.744680851,1.375588235,10.78723404,0.355581463,0.000525545,2448,6,20.127,0.175,0.12,5.448,-0.601,-0.13,20.999,30.62
43,131.5116279,4.395348837,0.81027027,36.39534884,0.415864925,0.000523109,1891,4,24.274,0.206,0.131,13.828,-0.154,-0.151,23.441,27.529
19,110.3157895,2.578947368,0.482,115.7894737,0.177505407,0.000193752,1337,3,28.56,0.216,0.146,13.199,-0.074,0.234,22.382,42.808
43,158.9767442,3.023255814,1.291071429,74.86046512,0.244982478,0.000158873,1516,4,27.158,0.21,0.107,15.352,-0.585,0.631,30.624,39.103
7,117.4285714,5.428571429,1.338,1,0.184344423,0.000120167,1734,4,25.605,0.223,0.143,4.818,0.049,-0.745,24.344,34.973
309,257.407767,2.514563107,1.590318725,24.25242718,0.447417653,0.000964697,1136,3,30.2,0.172,0.14,3.345,-0.136,1.262,26.387,50.109
18,178.3333333,29.66666667,1.08875,232.7222222,0.317199391,0.00021888,2434,6,20.233,0.144,0.111,13.171,-0.507,-0.131,22.635,34.673
55,143.2909091,4.290909091,1.487826087,9.745454545,0.294894147,0.000968516,2384,5,20.616,0.15,0.085,5.466,-0.289,0.39,26.633,38.574
23,124.5217391,2.565217391,2.127,7.565217391,0.301488982,0.000476612,2358,5,20.842,0.176,0.113,8.142,-0.298,-0.895,22.87,36.467
50,193.88,2.88,2.091538462,17.56,0.402794521,0.000467763,1744,4,25.478,0.187,0.165,5.517,0.32,-0.941,20.726,33.836
24,132.4166667,5.708333333,1.64,7.333333333,0.357534247,0.00059727,1460,4,27.661,0.198,0.155,11.147,-0.165,-0.328,26.833,43.753
63,148.8571429,2.412698413,1.707254902,24.12698413,0.262056969,0.000587431,2175,5,22.157,0.167,0.12,2.015,0.073,-0.031,22.236,36.915
81,311.5925926,9.037037037,1.184590164,18.34567901,0.427769322,0.000315696,2633,6,18.907,0.179,0.079,2.753,-0.318,-0.523,23.828,39.153
52,157.1923077,2.730769231,1.622954545,20.25,0.44199157,0.001463257,2119,5,22.513,0.158,0.115,2.527,0.224,-0.18,24.465,39.673
109,125.1651376,2.449541284,1.12475,50.72477064,0.554304386,0.000944174,1327,3,28.633,0.237,0.147,8.471,0.151,0.112,26.477,32.999
42,132.4285714,4.238095238,1.143333333,84.23809524,0.252380952,0.000712242,2086,5,22.8,0.168,0.119,4.441,0.269,-0.01,26.26,29.712
59,215.9830508,8.542372881,1.175106383,29.61016949,0.273740423,0.000835895,1800,4,24.998,0.193,0.115,6.727,-0.173,0.875,23.148,32.017
434,210.5552995,3.947004608,1.555718232,18.15668203,0.466454138,0.001474236,2004,5,23.381,0.069,0.067,6.069,-0.022,0.763,28.823,79.648
156,258.525641,3.064102564,1.550944882,22.51923077,0.387565859,0.000593027,2660,6,18.728,0.112,0.079,4.788,-0.564,0.095,24.699,51.2
5,77.6,3.8,0.15,1,0.231232877,1.20E-05,2652,6,18.752,0.107,0.084,12.417,-0.11,0.328,28.283,28.363
21,121.5238095,3.380952381,0.988421053,51.28571429,0.366601435,9.33E-05,3023,7,16.309,0.102,0.055,5.781,-0.255,0.803,27.31,25.925
135,114.7185185,2.725925926,2.227350427,9.355555556,0.414165398,0.000428485,1210,3,29.583,0.155,0.083,11.653,0.496,0.027,32.4,91.602
57,109.6842105,3.964912281,1.8502,21.70175439,0.335880798,0.000371997,1141,3,30.177,0.195,0.137,5.543,0.528,-0.183,36.758,43.806
24,99.41666667,2.5,2.609545455,9,0.389155251,0.000277167,1400,3,28.127,0.163,0.129,5.71,0.493,0.305,34.938,39.894
47,95.93617021,4.276595745,1.103902439,4.829787234,0.347653745,0.000524434,2095,5,22.737,0.09,0.045,8.604,0.222,0.462,40.027,55.663
104,142.0769231,2.971153846,1.370909091,29.06730769,0.2363804,0.000857675,3393,8,13.999,0.071,0.039,4.305,-0.094,-0.017,31.851,36.295
36,101.5833333,3.833333333,1.335806452,4.416666667,0.315068493,0.000877059,1677,4,26.037,0.152,0.089,10.591,-0.062,0.296,42.235,43.011
106,105.4716981,3.613207547,1.237126437,4.990566038,0.219539933,0.0005367,464,1,36.878,0.188,0.121,12.234,0.459,1.517,32.335,61.335
11,88.18181818,2,0.34625,5.545454545,0.525529265,3.95E-05,2657,6,18.737,0.083,0.052,15.428,-0.516,0.962,30.482,36.523
4,30.75,1,0.71,1.5,0.469863014,1.76E-05,2711,6,18.479,0.127,0.099,13.12,-0.261,0.597,20.087,16.807
76,74.17105263,3.710526316,0.721875,3.828947368,0.178695025,0.000234029,2159,5,22.225,0.122,0.06,6.505,0.294,0.817,38.238,30.682
124,96.71774194,4.427419355,1.837070707,23.91935484,0.325961114,0.001552256,2492,6,19.785,0.127,0.045,13.234,-0.241,0.32,34.113,41.577
35,97.97142857,2.771428571,0.804615385,2.057142857,0.387553816,0.000337469,2789,6,17.995,0.108,0.044,5.062,-0.246,1.053,26.218,36.588
44,128.6818182,5.840909091,1.315625,13.59090909,0.422976339,0.001002053,2973,7,16.648,0.133,0.058,4.763,0.118,0.041,30.24,21.83
62,123.2419355,6.677419355,0.721489362,13.80645161,0.356296951,0.000746603,1939,5,23.845,0.161,0.081,6.559,0.456,0.397,35.326,30.05
27,133.1111111,2.37037037,1.906666667,4.259259259,0.390969051,0.000238706,2704,6,18.527,0.121,0.07,8.4,0.035,-0.704,41.007,21.429
47,143.4042553,2.553191489,1.218235294,4.893617021,0.281200816,0.000153431,2861,6,17.421,0.057,0.03,10.553,-0.289,0.395,34.053,54.269
38,128.3157895,4.921052632,1.082692308,3.026315789,0.369358327,0.001343418,2885,6,17.288,0.085,0.042,11.677,-0.284,-0.926,33.827,53.514
44,105.8409091,3.136363636,0.888275862,28.18181818,0.364445828,0.000124809,3045,7,16.174,0.068,0.023,3.267,-0.375,-0.142,30.691,63.287
26,109.7692308,12.96153846,0.684210526,9.961538462,0.431612223,0.000344336,2537,6,19.565,0.099,0.048,13.709,-0.173,-0.553,43.595,40.599
20,104,3.4,0.599090909,6.7,0.263424658,0.000243684,2826,6,17.654,0.148,0.068,8.355,0.042,-0.035,26.271,24.037
23,70.82608696,4.130434783,0.763571429,44.56521739,0.206313282,0.000356447,2090,5,22.78,0.129,0.057,6.692,0.815,0.627,35.167,28.936
67,88.80597015,3.686567164,0.888035714,2.835820896,0.169658557,0.00092067,2366,5,20.779,0.156,0.071,4.783,-0.231,-0.474,31.038,49.045
51,161.3921569,3.137254902,1.513333333,32.64705882,0.228740263,0.000439439,1573,4,26.761,0.193,0.099,10.815,0.486,0.787,26.463,30.831
30,134.5666667,2.4,0.8184,5.9,0.317899543,0.000979631,2912,7,17.108,0.087,0.047,4.772,-0.516,-0.576,30.246,61.169
22,181.5454545,3.272727273,1.093333333,54.18181818,0.352428394,0.000294643,2791,6,17.986,0.123,0.052,4.254,-0.065,-0.532,31.595,46.437
54,174.6666667,4.148148148,1.615135135,49.88888889,0.336478945,0.000891033,3066,7,16.067,0.087,0.039,2.523,0.341,-0.077,30.436,39.922
18,108.1666667,2.5,0.918461538,9.666666667,0.517808219,0.000189623,1886,4,24.31,0.168,0.101,10.984,0.247,0.725,31.745,18.281
3,51,11,0.996666667,1.333333333,0.17260274,1.22E-05,1764,4,25.28,0.156,0.1,11.004,0.041,0.767,37.702,24.909
3,74,1.666666667,0.03,1,0.444748858,2.19E-05,2517,6,19.67,0.055,0.03,2.576,-0.53,0.869,42.424,56.136
2,22.5,4,0.745,1,0.220547945,1.51E-05,1636,4,26.359,0.118,0.081,11.124,-0.634,1.29,46.926,33.275
14,93,7.857142857,0.77,50.92857143,0.035420744,8.97E-05,1359,3,28.414,0.146,0.075,12.379,0.129,0.23,52.819,43.872
54,104.9259259,3.074074074,1.152826087,3.814814815,0.307458143,0.000514664,2307,5,21.195,0.139,0.062,4.41,-0.481,0.373,39.361,42.077
48,127.6875,2.083333333,1.941111111,29.35416667,0.331221461,0.000416861,1528,4,27.088,0.176,0.098,9.827,0.14,0.451,32.14,47.933
43,150.1860465,5.209302326,1.330294118,4.209302326,0.275119465,0.000162696,1225,3,29.475,0.119,0.074,8.96,0.11,0.419,46.456,69.609
114,178.6666667,3.868421053,1.205544554,38.20175439,0.379908676,0.002144893,2647,6,18.819,0.086,0.051,1.67,-0.848,0.085,28.15,76.757
13,67.07692308,2.153846154,0.821818182,2.307692308,0.417281349,9.12E-05,2215,5,21.872,0.125,0.105,7.185,-0.143,0.133,32.41,38.222
16,101.5,13.4375,1.207,3.6875,0.195547945,0.000226138,2111,5,22.616,0.119,0.068,8.653,0.001,-0.25,39.614,51.493
