USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
1505,1503,2,67.6,480,3.1,221873.1591,5,68.2,3.4,0.1625,3.2,0.418082192,"POLYGON ((-0.383381283403865 51.47572344867958, -0.3805668114467427 51.47514739635289, -0.3801102255350882 51.475493831068796, -0.3795855708939643 51.475195168732974, -0.3785168016330912 51.47520086159608, -0.3778621247038036 51.47461420433683, -0.3783681654391657 51.474285250845874, -0.3770332965402813 51.47407486055838, -0.3773178742484868 51.473752099310325, -0.3769778246782141 51.47362303857394, -0.3773882354615785 51.47319022633352, -0.3780254795575548 51.47342929948578, -0.3785584721406645 51.47302935501768, -0.3792252442864124 51.47106363695939, -0.3785628288523784 51.470839616887226, -0.3787237192366578 51.4703703476305, -0.3790709430154441 51.47048941326042, -0.3800826309895929 51.47084912120535, -0.3809809001696815 51.47116827273609, -0.3831129590114503 51.47190522332425, -0.3839836071090983 51.472207334954135, -0.3849423969413403 51.4725250687176, -0.3878265400124214 51.47347198975355, -0.3872836581657154 51.4741169700137, -0.3868296077559761 51.4739315890401, -0.3863068919651114 51.47407551257751, -0.3855579344567142 51.47382776191307, -0.3850370439945755 51.47489200391359, -0.3840787910235735 51.47503934249735, -0.383381283403865 51.47572344867958))",2.25E-05,2566,2249,5,21.671,0.095,0.068,8.699,-0.345,0.538,43.248,40.185
1681,1681,0,85.9,492,3.4,195011.1588,1,95,1,3.17,1,0.156164384,"POLYGON ((-0.3782100128843182 51.49080966168555, -0.377966043827214 51.49041633731399, -0.3774867832761795 51.49052660759306, -0.3772584759032097 51.490140278549276, -0.3765119205190678 51.490116152188776, -0.3764125856225734 51.4890509714886, -0.3764319803614639 51.48898548838092, -0.3812058212556668 51.48821261614849, -0.3813905981816044 51.4893493272476, -0.3813500337717028 51.48982406346281, -0.3801216051843289 51.4899490277486, -0.3806676498809006 51.48991466453361, -0.3808669235229865 51.4916633571402, -0.3790530999438436 51.492167335936514, -0.3786644121092234 51.493097547053594, -0.3779901845590516 51.49327622599089, -0.378173080924929 51.49355856809063, -0.377636559989989 51.493791241492104, -0.3784728885434391 51.49403392699381, -0.3785774315805265 51.495077334568, -0.3792326697001741 51.495244259695646, -0.379305940304929 51.49602896702795, -0.3793405079595578 51.49605638555428, -0.3790984158077997 51.49613668617013, -0.3787771363224197 51.49624527846548, -0.3776549302502613 51.4966320213331, -0.3778856396898662 51.495446829095854, -0.3757986483195859 51.49520585408154, -0.3753610743551115 51.494350274751916, -0.3750421700280884 51.49400121854337, -0.3744985225720713 51.4931214424782, -0.3751843395893896 51.492213148323536, -0.378036906004744 51.491998340602954, -0.3783065688117707 51.49169460556231, -0.3775920793386334 51.49108580171801, -0.3782100128843182 51.49080966168555))",5.13E-06,2567,2999,7,16.44,0.102,0.076,11.016,-0.748,0.039,30.612,29.301
1626,1626,0,46.4,490,3.3,354117.5969,1,39,3,0.18,3,0.24109589,"POLYGON ((-0.3717962055676928 51.49104235747019, -0.3718355008842755 51.490529650068396, -0.3679124806112106 51.49180931720749, -0.3683076536129271 51.49226190360024, -0.3670153502050028 51.49276422897793, -0.3660674495854068 51.48933563610496, -0.366102411899095 51.48925454507644, -0.3708295364605758 51.488572922190244, -0.3705221096834375 51.48805832039645, -0.3700911858464649 51.48767522228286, -0.3700745575018657 51.487383362013304, -0.371854075368089 51.48710726143291, -0.3721390358449084 51.486585815389624, -0.3727727283067308 51.4865491717158, -0.3715329362351138 51.485524034047344, -0.3731359589459439 51.48536309161764, -0.3731515580711912 51.48565567454254, -0.3743106456566733 51.48574160902765, -0.3743664539854817 51.48551205400374, -0.3749212515644625 51.48549305407506, -0.3750345100818434 51.4862318566667, -0.3747176118268125 51.486333970003315, -0.3758059205682068 51.48714936151747, -0.3760013747837931 51.48769869163923, -0.3764319803616117 51.48898548837838, -0.3764125856232838 51.48905097149145, -0.3765119205199491 51.49011615218511, -0.3772584758992342 51.4901402785476, -0.3774867832708894 51.4905266075927, -0.3779660438231136 51.49041633731349, -0.3782100128882375 51.490809661685795, -0.3775920793382098 51.49108580171907, -0.3783065688170655 51.4916946055626, -0.3780369060077826 51.491998340602294, -0.375184339590842 51.4922131483224, -0.3744985225725128 51.49312144248, -0.373779865228273 51.49189337578402, -0.372840566991554 51.49132688126863, -0.3717962055676928 51.49104235747019))",2.82E-06,2568,2682,6,18.608,0.098,0.071,10.462,-0.331,0.948,28.783,25.6
2087,2087,0,38.9,715,2.9,536147.5628,7,73.85714286,7.285714286,0.841666667,10.57142857,0.4962818,"POLYGON ((-0.36108549076945 51.48110080733451, -0.3615165578227793 51.479881924818635, -0.3622557781612765 51.479937922938674, -0.3622505843320178 51.47964991646747, -0.3642300946928501 51.47972602292832, -0.3647915608300439 51.47938866555032, -0.3641461993520595 51.47842976154334, -0.3640048952433033 51.477658722464, -0.3634454603003028 51.47758086621981, -0.3643384638051558 51.47607908221162, -0.3644579105214495 51.475915640294154, -0.365154989262494 51.47467478096273, -0.3667218629948928 51.47314002689762, -0.3671156444296525 51.47123172025508, -0.3711283124225305 51.47124683901395, -0.3730399868030833 51.47156458581827, -0.3727513456481881 51.473417493713676, -0.3739641393120953 51.47350246110132, -0.3735002182830531 51.47375540143202, -0.3756710918331053 51.474624304196006, -0.3743330293569503 51.47550513666935, -0.3732621299457567 51.475161221011625, -0.3728202159985118 51.47607713431568, -0.3724262257375662 51.477192000468385, -0.3710202316964136 51.477167612933584, -0.3709110094043592 51.476197416919725, -0.3700392344499613 51.47676345436681, -0.3679063443603327 51.477199985815055, -0.3672182979384148 51.47751055198545, -0.3673258973076837 51.47775940168147, -0.3688379012260923 51.477829649174126, -0.3688765844048354 51.478457293027695, -0.3696723038289803 51.478882292355856, -0.3692658072904616 51.47945540327495, -0.3696665991825727 51.4799203210962, -0.3690187132160546 51.480077993446855, -0.3683448850064859 51.479864026836125, -0.3682783155533703 51.48020885485601, -0.3678749717600328 51.480151005555385, -0.3676673129119516 51.48072362298322, -0.3661100038587704 51.48034764756401, -0.3667909846598653 51.48114866365066, -0.3665460703493415 51.48153247028478, -0.3648113168300055 51.48189456769527, -0.3621618535472134 51.48190662927702, -0.3607677231185194 51.48151368122866, -0.36108549076945 51.48110080733451))",1.31E-05,2571,2044,5,23.111,0.149,0.081,8.379,-0.036,0.435,38.367,32.64
1695,1695,0,72.1,569,3,238011.3346,1,109,2,0.1,1,0.490410959,"POLYGON ((-0.3528601882718514 51.480527648443065, -0.3534307054434068 51.47863072649016, -0.3534484916700748 51.476128438456215, -0.3546316204940599 51.476334963241094, -0.3548898126952588 51.47638980602084, -0.3581838194590906 51.47729427087902, -0.3592243950443653 51.47722580910578, -0.3607852203122486 51.47705893391393, -0.3610702145930961 51.47706498564864, -0.3620238194269621 51.47721716898843, -0.3631853447792623 51.478117952797085, -0.363445460302247 51.47758086622105, -0.3640048952433183 51.47765872246565, -0.364146199348337 51.4784297615446, -0.364791560826206 51.47938866555069, -0.3642300946951072 51.479726022929015, -0.3622505843336873 51.47964991646737, -0.3622352204562048 51.47932741730098, -0.3563623486820743 51.480042967065174, -0.354346653620422 51.4803147443911, -0.3528601882718514 51.480527648443065))",4.20E-06,2572,2922,7,17.06,0.089,0.055,6.079,-0.959,0.464,39.052,34
1832,1828,4,49.9,569,3.2,367823.8097,2,41,1,1.5,2.5,0.984931507,"POLYGON ((-0.3813905981823873 51.48934932724609, -0.3812058212590976 51.48821261614813, -0.3811003286530217 51.48720605628071, -0.3813327199394203 51.48605394404593, -0.3806000973368511 51.48481096905541, -0.3811283113025569 51.48367307569524, -0.3812902019457814 51.483301860533444, -0.3822375773162552 51.48336046129672, -0.3843894519079509 51.48357075455373, -0.3859813221961089 51.48363470413211, -0.3862920289860493 51.48365206373305, -0.3893532581686328 51.48401149377277, -0.3889486744383183 51.48657084970726, -0.3896832741248141 51.48654282054559, -0.3925800983421478 51.48691273046975, -0.3897347661613617 51.48764798607737, -0.3902845907692302 51.488293032527366, -0.3899870421306682 51.48883516586013, -0.3897233985943129 51.48909463320353, -0.386847168920858 51.48896518335426, -0.3848660060333541 51.48900879295494, -0.3813905981823873 51.48934932724609))",5.44E-06,2574,2566,6,19.386,0.103,0.073,8.585,-0.532,0.967,30.375,31.447
1753,1753,0,33.1,524,3.3,537650.5838,7,112.2857143,2.285714286,1.575,1.285714286,0.539726027,"POLYGON ((-0.3936451089649544 51.48201373574969, -0.394138552287878 51.480466807359676, -0.3927496175304008 51.480331752050176, -0.3929440149987278 51.47978161552789, -0.3939014170169948 51.4794965117044, -0.3933752502645087 51.47897392940475, -0.3902148237635264 51.478690026069096, -0.391471931995799 51.476540062449615, -0.3918031353498658 51.475771016245325, -0.3919672059617064 51.47538978094325, -0.393927737373996 51.47513795982258, -0.3942758762432659 51.475183066856516, -0.3961035699343967 51.475569929066374, -0.3966997117994722 51.4757134511457, -0.4017626641049576 51.477072336105884, -0.4040796884648851 51.47770962071904, -0.4039476782491481 51.47863630359709, -0.404031682793283 51.4810526277531, -0.4041758220240941 51.48129950279529, -0.399510403218004 51.48176331114525, -0.4002960845474784 51.48358426581889, -0.3997272430424733 51.483595271858135, -0.3989287763540098 51.48188549006159, -0.3956181294023273 51.481666261560356, -0.3957838155419214 51.4813741569196, -0.395635658921309 51.48138176983327, -0.3954454199738932 51.48201520897607, -0.3951015480825288 51.484141646393596, -0.3937858783654116 51.48412344515077, -0.3938907997253687 51.48321212991875, -0.3933411128579355 51.482974460983975, -0.3936451089649544 51.48201373574969))",1.30E-05,2577,2415,5,20.411,0.116,0.068,10.177,-0.689,1.068,32.592,30.673
2016,2016,0,96.1,609,3.3,206490.4633,2,30,1,3.5,2,0.523287671,"POLYGON ((-0.3889486744379679 51.486570849708336, -0.3893532581693896 51.48401149377402, -0.3862920289901655 51.48365206373525, -0.3865841649436982 51.48331987067282, -0.3876336923777237 51.48191801115895, -0.3887214832917337 51.480486525854225, -0.3895754066207692 51.4790019118488, -0.3898692856216476 51.47874381304052, -0.3902148237656495 51.47869002606723, -0.3933752502649458 51.478973929400894, -0.393901417016211 51.47949651170434, -0.3929440150008334 51.47978161553167, -0.3927496175254965 51.48033175204955, -0.3923995117134123 51.4812143476752, -0.3920536606654051 51.48212462483305, -0.3916203397823994 51.48319391677629, -0.3913872190522558 51.483973884042, -0.3918251082810924 51.48462733377034, -0.3911263002923073 51.485040520974074, -0.3911668149448123 51.48576243736647, -0.389733010983616 51.48571558435321, -0.3896832741238082 51.48654282054433, -0.3889486744379679 51.486570849708336))",9.69E-06,2578,2984,7,16.552,0.105,0.062,10.987,-0.561,0.139,35.128,25.373
1703,1695,8,89,497,3.4,187134.2227,2,37.5,1,1.15,1.5,0,"POLYGON ((-0.3534484916698202 51.47612843845563, -0.3526257807422801 51.47607202081367, -0.3502172736332851 51.47611196038126, -0.3502265847912005 51.47571696827421, -0.351439697785365 51.47492971004031, -0.3515101665810931 51.47448918614621, -0.3504805452114792 51.47432919310408, -0.351182198673841 51.473783649580874, -0.3510365231739889 51.47338386115975, -0.3518077393196257 51.47356563898548, -0.3526622365827107 51.4730745253372, -0.3539448200843314 51.47309633141103, -0.3545872549678652 51.47282113617452, -0.3539179614737386 51.47445301420184, -0.3544702905911422 51.47452476468835, -0.3559924974162235 51.47341931386058, -0.3575033689291102 51.474444794732754, -0.3579151908454141 51.474751616510844, -0.3583552207717229 51.474550792248245, -0.3592789883825946 51.475292099422084, -0.35953570085153 51.47546525026356, -0.3607852203110661 51.47705893391329, -0.3592243950457876 51.47722580910559, -0.3581838194571425 51.47729427087737, -0.3548898126986894 51.47638980602059, -0.3546316204940209 51.4763349632389, -0.3534484916698202 51.47612843845563))",1.07E-05,2581,3258,7,14.789,0.072,0.057,4.379,-0.406,0.536,33.527,25.048
1932,1928,4,94.7,637,3,203562.8849,2,62.5,14.5,0.21,27,0.746575342,"POLYGON ((-0.3641825267249741 51.47252090263196, -0.3636923708269028 51.47140830461146, -0.3626184209762577 51.4715502113475, -0.3623201587679659 51.470565351879685, -0.3622551674463345 51.46974901978353, -0.3640561554002107 51.46879636149042, -0.3639030290924003 51.468470932786104, -0.364509824319804 51.468342165929116, -0.3647645542328528 51.46898989304419, -0.3665042270790728 51.469037071419855, -0.3670135023397962 51.47067479709295, -0.3671156444308175 51.471231720255545, -0.3667218629957891 51.47314002689896, -0.3651549892628732 51.47467478096251, -0.3644579105198397 51.47591564029438, -0.3643384638057359 51.476079082213644, -0.3631496200654647 51.4760605782554, -0.3610129652270528 51.47592782587553, -0.3606329553564028 51.47551441532959, -0.3621816277972511 51.47487171204514, -0.3615126485255253 51.47436666466364, -0.3606310201903325 51.47408700072411, -0.3638563700618681 51.47339253723485, -0.3638617532944098 51.47282911740831, -0.3642934847217776 51.47278135744191, -0.3641825267249741 51.47252090263196))",9.82E-06,2583,1664,4,26.128,0.136,0.072,9.945,-0.322,1.409,40.204,36.113
2005,2005,0,76,735,2.7,263552.8194,2,55,1.5,0.44,1,0.235616438,"POLYGON ((-0.3575033689308596 51.474444794730374, -0.3559924974120471 51.47341931386009, -0.3544702905935429 51.47452476468875, -0.3539179614696453 51.474453014203625, -0.3545872549676861 51.47282113617369, -0.3539448200819032 51.47309633141233, -0.352662236584326 51.473074525337886, -0.3518077393206998 51.47356563898743, -0.3510365231699037 51.47338386115759, -0.3515049475015527 51.47266542230137, -0.3509959980742184 51.472014279962956, -0.3503474858868067 51.472110377616225, -0.3499627507274757 51.47174804948465, -0.3506504065739771 51.471572544695945, -0.350294743228349 51.47129046951227, -0.3511000352351785 51.47096613027656, -0.3516211946748588 51.471104835743695, -0.3521046033424085 51.47047669928027, -0.3509854758369035 51.47021951293439, -0.3495719330351211 51.47053896959593, -0.3489465869685954 51.47023313106277, -0.350357945169363 51.469915422708155, -0.3500622962032057 51.46910877740131, -0.3488766131492345 51.46864408894163, -0.3503886641391152 51.467854836918924, -0.3512384737720058 51.46742689289612, -0.3515309871362072 51.467728778098945, -0.3545481391293581 51.466916893201024, -0.3547487362446206 51.467572480009764, -0.3536368858736527 51.467814288800774, -0.3533794321774942 51.46832263461173, -0.3533430298423152 51.46872192285809, -0.3541260554795306 51.46923098404606, -0.3534992678849452 51.46944041060297, -0.3540414183808634 51.47031264433014, -0.3550685399832507 51.470003908951426, -0.354991643977652 51.46980323630712, -0.3560618491093169 51.470189682684754, -0.3568654534802207 51.469925852793196, -0.3585307916851772 51.469678094384385, -0.3586297792683387 51.46996049945007, -0.3586657886801696 51.47031076926621, -0.3564781915862758 51.47116755430821, -0.35685355131652 51.47105872007323, -0.3579491805483351 51.471775766520494, -0.3568177714907724 51.472170039647835, -0.3571133051869281 51.472914779981565, -0.3573491275841579 51.47291808373325, -0.3575521666523094 51.47330981010669, -0.3571271286432053 51.47346350576962, -0.3583552207736717 51.474550792249495, -0.3579151908463921 51.47475161650968, -0.3575033689308596 51.474444794730374))",7.59E-06,2584,2309,5,21.183,0.105,0.061,5.868,-0.637,0.661,41.669,43.08
2289,2276,13,70.8,910,2.5,326312.2568,11,73.63636364,11.45454545,1.026666667,2.363636364,0.483437111,"POLYGON ((-0.3448457151750959 51.47382267456931, -0.3441605270990037 51.47326988158388, -0.3436966797636982 51.473441909620135, -0.3432263547382314 51.47292298952388, -0.3427234542726454 51.47305496755619, -0.3419462397167674 51.47218277442262, -0.3433138556630688 51.47148688935149, -0.347365201740026 51.46943171201656, -0.3488766131518045 51.46864408894028, -0.3500622962009628 51.469108777402255, -0.350357945172542 51.46991542270848, -0.3489465869654146 51.470233131062734, -0.3495719330299608 51.47053896959849, -0.350985475839268 51.4702195129344, -0.352104603342696 51.47047669928339, -0.3516211946738874 51.47110483574218, -0.3511000352332829 51.47096613027564, -0.3502947432261437 51.47129046951002, -0.350650406575491 51.47157254469521, -0.3499627507278826 51.47174804948677, -0.3503474858869701 51.472110377616175, -0.3509959980711546 51.47201427996102, -0.3515049475015902 51.47266542230063, -0.3510365231707049 51.473383861161196, -0.3511821986705481 51.473783649580945, -0.3504805452099046 51.47432919310611, -0.3515101665817628 51.474489186144936, -0.3514396977859499 51.474929710039326, -0.350226584792161 51.47571696827422, -0.3502172736317355 51.47611196037964, -0.3496286833095468 51.47612450427838, -0.3474706670140407 51.4760984377868, -0.3459656729083946 51.47592157973522, -0.3461684463027333 51.47492076896543, -0.3452956666714315 51.4741246210291, -0.3448457151750959 51.47382267456931))",3.37E-05,2585,2061,5,22.949,0.139,0.086,9.325,0.055,0.372,34.847,36.219
2054,2043,11,79.4,766,2.7,263747.573,6,75.5,2.333333333,0.9225,3.166666667,0.510045662,"POLYGON ((-0.3540414183861137 51.47031264433022, -0.3534992678860527 51.46944041060058, -0.3541260554768525 51.469230984048274, -0.353343029838152 51.46872192285734, -0.3533794321797722 51.468322634612115, -0.353636885872214 51.467814288799104, -0.3547487362421907 51.467572480010496, -0.3545481391280299 51.46691689320246, -0.3515309871380174 51.46772877809564, -0.351238473774532 51.46742689289935, -0.3543583110273576 51.4658528540357, -0.3544863258529571 51.46578763968781, -0.3567431027008488 51.464638378701515, -0.3579341888425636 51.46400572825973, -0.3589295877592616 51.463562871149506, -0.3590983594214622 51.46394275862464, -0.3609460183621717 51.46373328972819, -0.3608480081573185 51.464459786511156, -0.3611994140849112 51.464671774049584, -0.3601086597172989 51.46506377799699, -0.3607865056012547 51.46514566257342, -0.3608434951054546 51.46579110192785, -0.3621687972395508 51.466196417750794, -0.3612396287243328 51.467020603733346, -0.3615892081612289 51.467348088893836, -0.3612929426876728 51.467472278415045, -0.360879592492878 51.46719441088224, -0.3603829369436751 51.46748112975402, -0.3590510689806081 51.467337711744726, -0.3588953063881455 51.468829302566775, -0.3582703049811657 51.46899094029126, -0.3581620462222061 51.46862078372902, -0.3577430876197518 51.46861325312649, -0.3576919689936535 51.46901524991444, -0.3566339296624467 51.46959175324338, -0.3568654534801319 51.46992585279113, -0.356061849112016 51.470189682685294, -0.3549916439759006 51.469803236307584, -0.3550685399823828 51.47000390895303, -0.3540414183861137 51.47031264433022))",2.27E-05,2586,1754,4,25.375,0.135,0.067,12.084,-0.141,1.197,36.992,39.972
2213,2213,0,126.8,753,2.9,177480.8485,6,44.16666667,12.16666667,1.39,3.166666667,0.407305936,"POLYGON ((-0.3787894981076285 51.465124978156226, -0.3785570255751059 51.464662705725296, -0.3780260877421344 51.46484182725457, -0.376118569323411 51.46209930248931, -0.375836570623293 51.46170812404863, -0.3753939059611317 51.461056818855226, -0.3757567880548915 51.46094669056813, -0.3762735077976288 51.46126047679701, -0.3761907372137748 51.46082479427297, -0.3778288075708733 51.4603645356234, -0.3780431933605422 51.46120587406353, -0.3788870825510999 51.460988564141694, -0.3787367767190462 51.46078439238735, -0.3778623462368806 51.45957728070337, -0.3796436446277975 51.45928755752987, -0.3798792573966119 51.459807476510996, -0.3807429591497652 51.460219907854444, -0.3802025440988655 51.46036958421119, -0.3805268852391805 51.46084111682191, -0.3807111121427446 51.46106161716645, -0.3810517212336119 51.46121729274608, -0.3812694999790146 51.460883833782766, -0.3823186445682258 51.4606309984934, -0.3824726829777835 51.460809427095626, -0.382994383105187 51.4609542145257, -0.3828835323256312 51.46146070691441, -0.3833138277651231 51.46136277040679, -0.3836653177681149 51.46177552590447, -0.3827872685723552 51.462115243098744, -0.3811138113011961 51.462589461140304, -0.3804739875451941 51.463043154485284, -0.380989831277597 51.46401176410589, -0.3807203485830107 51.4646873945495, -0.3787894981076285 51.465124978156226))",3.38E-05,2588,1936,5,23.875,0.135,0.089,10.95,0.11,0.434,43.058,23.868
2689,2689,0,116,900,3,233228.6991,10,82.8,10.4,1.112857143,3.7,0.484657534,"POLYGON ((-0.3668551902351324 51.46449828006211, -0.3668077440435644 51.463259752593764, -0.3672307363932912 51.4627511562297, -0.3683086423869362 51.4619871375669, -0.3694352865020615 51.46336501421347, -0.36995033807921 51.46303021523771, -0.3693549935925434 51.46226458498262, -0.3709164911796926 51.46176378224973, -0.3712385031995676 51.46205772797914, -0.3719647223379019 51.463243596867216, -0.3726420572743248 51.464053568560146, -0.3725607519886774 51.464537054580596, -0.3729449367362132 51.46455430111878, -0.3733124194438902 51.465043294875294, -0.3717456665432584 51.46527756914065, -0.3711505808739842 51.465413181209534, -0.3717509954205744 51.46665353187017, -0.3708997744139711 51.466832660502654, -0.3708154659321478 51.46685084061318, -0.3682871230413858 51.46741581384175, -0.3660719267327756 51.46799019542859, -0.365136375993182 51.46684077644862, -0.3648874762089061 51.46652713336161, -0.3647360275036645 51.466342890645585, -0.365129277965908 51.46615476044064, -0.3648032058568592 51.46565974482337, -0.3653408561185335 51.46482876941004, -0.3668551902351324 51.46449828006211))",4.29E-05,2589,2452,6,20.096,0.103,0.059,9.426,-0.166,0.868,38.786,26.022
1830,1784,46,89.4,692,2.6,203720.097,8,55,1.25,2.281666667,4,0.401369863,"POLYGON ((-0.3649212023783554 51.46050263984887, -0.3668445264874156 51.459319625059386, -0.368465267058283 51.45801837294845, -0.3694751132477024 51.45831919558491, -0.3678106828386983 51.45977959321935, -0.3685146684451852 51.460005027317806, -0.3696521672690437 51.45898164132461, -0.3702676666821925 51.45927697287521, -0.3669817647837108 51.46249700064586, -0.3672307363950641 51.46275115622845, -0.3668077440463784 51.46325975259294, -0.3668551902370552 51.4644982800649, -0.3653408561188358 51.464828769407475, -0.3648032058600966 51.465659744822354, -0.3651292779673212 51.46615476043894, -0.3647360275009276 51.46634289064489, -0.3641147012111356 51.46560256268914, -0.3627243854155634 51.46507091795178, -0.3627473495850356 51.463570039936556, -0.3626652030504627 51.462089050619085, -0.3626747520747368 51.46166292905482, -0.3649212023783554 51.46050263984887))",3.93E-05,2590,1597,4,26.623,0.155,0.096,6.005,0.168,0.676,39.911,38.329
2436,2436,0,14.3,792,3.1,1704914.024,6,48,4.833333333,0.945,2.166666667,0.382648402,"POLYGON ((-0.38366531776795 51.461775525906425, -0.3833138277713142 51.46136277040277, -0.3828835323215053 51.461460706913876, -0.3829943831054562 51.46095421452749, -0.3824726829822491 51.460809427092954, -0.3823186445702658 51.46063099849351, -0.3812694999827628 51.46088383378299, -0.3810517212393546 51.461217292742525, -0.3807111121383089 51.461061617167914, -0.3805268852382663 51.4608411168201, -0.3802025441020623 51.46036958421282, -0.3807429591466828 51.46021990785703, -0.3798792573992135 51.45980747651198, -0.379643644625679 51.45928755752917, -0.3778623462417419 51.4595772807061, -0.3767917115782043 51.458366438769396, -0.3750845601344516 51.45849326089002, -0.3746053693815715 51.457694610135334, -0.3747568791810489 51.45655789413137, -0.3753265975082082 51.456158994773375, -0.3776853383902273 51.454294210416236, -0.3782634318879441 51.453855639697984, -0.3803507450265728 51.452213906074896, -0.3807556867459226 51.451892601043475, -0.3808353618033695 51.45182915443141, -0.3812148513950524 51.451530633606446, -0.3837867647463317 51.4495097580637, -0.3845681000612476 51.44989497640266, -0.3875900513505044 51.44930401953758, -0.38952937021613 51.44917401062985, -0.3904753634645781 51.4512407775226, -0.3927750000545048 51.453710494513246, -0.3928859521077236 51.45453439019007, -0.3939252115599742 51.45469335337104, -0.3950875765499101 51.45436040412425, -0.3958926185628143 51.45432027286854, -0.3972674392157405 51.45476129081705, -0.3998397453409388 51.45618957760408, -0.4012442389086385 51.45794771500328, -0.4013851021750869 51.45901396510597, -0.3983456768371488 51.45960362862895, -0.3931114354268516 51.4613075614356, -0.3886661575300255 51.462738201497615, -0.387200299641405 51.463194829468854, -0.3844676060425531 51.46385700991443, -0.3823348339717525 51.464321481083914, -0.3807203485851279 51.46468739455264, -0.3809898312688464 51.464011764109976, -0.3804739875390033 51.463043154481674, -0.3811138113048139 51.462589461143736, -0.3827872685777956 51.46211524309942, -0.38366531776795 51.461775525906425))",3.52E-06,2591,1954,5,23.751,0.151,0.081,8.812,-0.49,0.321,48.862,26.123
1778,1778,0,135.7,550,3.2,133372.8936,3,39,1,1.655,5.333333333,0.900456621,"POLYGON ((-0.3729196346617428 51.46378949433236, -0.3717560659107441 51.46204757917523, -0.3712385032022585 51.462057727978326, -0.3709164911806417 51.46176378224956, -0.3693549935951974 51.46226458498171, -0.3699503380814365 51.46303021523712, -0.3694352865038055 51.46336501421228, -0.3683086423828573 51.46198713756818, -0.3672307363946536 51.462751156227704, -0.3669817647863951 51.46249700064711, -0.3702676666839595 51.45927697287423, -0.3706643041745747 51.45946310543273, -0.3714265176749334 51.46084582620205, -0.3741913385583677 51.46009369832659, -0.3745962166318951 51.46062998513929, -0.3753822409785981 51.46018654145446, -0.3757567880532129 51.46094669056852, -0.3753939059606889 51.461056818855695, -0.3758365706210443 51.46170812404863, -0.3754713844496488 51.462170423161744, -0.3736181557771518 51.46278530946045, -0.3738967587401921 51.46322185739033, -0.3728183909206801 51.46357244435898, -0.3729196346617428 51.46378949433236))",2.25E-05,2592,2589,6,19.225,0.137,0.068,6.057,-0.166,0.426,34.705,25.576
1765,1765,0,91.5,516,3.4,192680.7414,9,38.55555556,5.111111111,0.7575,4.777777778,0.325722983,"POLYGON ((-0.3757567880550529 51.46094669056647, -0.3753822409774653 51.4601865414536, -0.374596216629089 51.4606299851407, -0.3741913385626119 51.46009369832634, -0.3714265176781623 51.46084582620023, -0.370664304170694 51.45946310543179, -0.3702676666829648 51.45927697287396, -0.3696521672714983 51.45898164132652, -0.3685146684459228 51.46000502731862, -0.3678106828369659 51.459779593222024, -0.3694751132452251 51.45831919558725, -0.3684652670565877 51.45801837294971, -0.3696199138167112 51.45694135270201, -0.3716562178962719 51.45713469634808, -0.3723697760759989 51.457196418037725, -0.3727396252165353 51.457001427266945, -0.3730526800136317 51.45744428300667, -0.374756879175341 51.45655789412832, -0.3746053693806681 51.45769461013151, -0.3750845601295844 51.45849326088746, -0.3767917115805703 51.45836643876364, -0.3778623462373963 51.459577280702256, -0.3787367767184588 51.46078439238612, -0.3788870825520694 51.46098856414171, -0.378043193361062 51.46120587406572, -0.3778288075722426 51.460364535623924, -0.3761907372166528 51.460824794273606, -0.3762735077979174 51.46126047679979, -0.3757567880550529 51.46094669056647))",4.67E-05,2593,2723,6,18.402,0.125,0.07,8.866,-0.609,0.568,31.54,27.872
1318,1318,0,63.8,479,2.8,210715.5246,7,82,4.714285714,3.046,1.857142857,0.11702544,"POLYGON ((-0.3476174747273818 51.46035604110463, -0.3438596881011119 51.45891158924806, -0.3400595825425197 51.459419873241, -0.3400673019435191 51.45929239883278, -0.3415231529169367 51.45908861455712, -0.3426809095168486 51.458110627723656, -0.3450410940683216 51.457875184275565, -0.3461001858317722 51.45720511759083, -0.3466943871249 51.457232948539435, -0.3480212579370931 51.456763231373756, -0.3521972388023184 51.45678313127728, -0.352730666657718 51.45688534351566, -0.3536659925795569 51.45820691352923, -0.3535156363001353 51.4586667664107, -0.3528878740051858 51.4598885437881, -0.3524166128655301 51.460058514376, -0.3509367298625253 51.459879201404306, -0.3506758374697952 51.45910209023738, -0.3502564333039392 51.45967508164952, -0.3496511011403933 51.45967555509735, -0.3491645295072339 51.4597070486636, -0.3476174747273818 51.46035604110463))",3.32E-05,2597,3230,7,14.958,0.075,0.066,8.567,-0.178,-0.426,34.55,26.382
