USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
1758,1758,0,65.5,522,3.4,267025.5369,3,35.33333333,7.666666667,0.12,2.333333333,0.294977169,"POLYGON ((-0.3871199987049337 51.4727180980854, -0.3861247739438135 51.47180752186547, -0.3852071196153414 51.47210131928629, -0.3849423969372957 51.47252506871916, -0.3839836071074546 51.472207334953595, -0.3831129590108613 51.471905223324406, -0.3809809001692394 51.47116827273716, -0.3815501955387707 51.47091928431102, -0.3819126424575691 51.47123553706682, -0.3828481536621368 51.47111443014622, -0.3830876435792881 51.47025132390444, -0.382345794413898 51.46985734531111, -0.3822593818520704 51.470461749213605, -0.3816728894967626 51.47044625572281, -0.3819495935949178 51.46851254610801, -0.382456241459448 51.468444981015885, -0.3820160044080324 51.467058767091636, -0.3828244482910699 51.467187287390225, -0.3828813111168727 51.46666819902204, -0.3839994815831749 51.46650996416082, -0.3842181744515062 51.46694067027543, -0.3847463006376516 51.46644363977614, -0.3855337033541774 51.46669831942077, -0.3859411340976713 51.46622181474431, -0.3855289477412306 51.46538777739057, -0.3861523079882365 51.4653676372387, -0.3865080756799111 51.46606069690217, -0.3864956339492904 51.46715671524606, -0.3872884153109709 51.46737420184318, -0.389022085168622 51.46896337773711, -0.3887625180696362 51.46930484605788, -0.3887953030888121 51.4705330516311, -0.3892586738929533 51.47100539865961, -0.3890196311693452 51.472037227523764, -0.3875646973991676 51.471889701341084, -0.3871199987049337 51.4727180980854))",1.12E-05,2601,2649,6,18.802,0.128,0.065,9.787,-0.612,0.465,34.843,29.1
1849,1847,2,66,518,3.6,274983.9374,3,31.66666667,1.666666667,1.81,2.333333333,0.38173516,"POLYGON ((-0.3878265400145 51.47347198975249, -0.3849423969406224 51.472525068718255, -0.3852071196153629 51.472101319287425, -0.3861247739438385 51.47180752186438, -0.3871199987089298 51.47271809808463, -0.3875646973971888 51.47188970134268, -0.3890196311695327 51.47203722752313, -0.3892586738892003 51.471005398659464, -0.3887953030905039 51.47053305163024, -0.3887625180709553 51.46930484605937, -0.389022085165348 51.468963377736344, -0.3909229081116091 51.4685192335612, -0.3902884475996403 51.467198332462104, -0.3937550901707548 51.46754323774191, -0.3944202605212531 51.467751446147005, -0.3939667233620932 51.47055852978508, -0.3936827573402356 51.471543037428816, -0.3935112077031765 51.47214703780509, -0.3934291513812942 51.47245605786024, -0.3928468416260298 51.47485703292258, -0.3898773738848466 51.47407432546546, -0.3878265400145 51.47347198975249))",1.09E-05,2602,2987,7,16.528,0.095,0.059,10.902,-0.544,0.332,34.362,27.701
1999,1991,8,81.7,627,3.2,249985.8309,2,350,1,0.24,3,0.998630137,"POLYGON ((-0.3730399868018982 51.47156458581448, -0.3711283124184472 51.4712468390123, -0.3671156444289335 51.47123172025542, -0.367013502339207 51.470674797095114, -0.3665042270768055 51.469037071420686, -0.3660719267323135 51.46799019542868, -0.36828712303838 51.467415813839764, -0.3687010060560121 51.46749232423048, -0.3689242645495667 51.468464155263064, -0.3671626627845366 51.46844822544856, -0.3688809204780337 51.46974383443177, -0.3696600325768251 51.46901884584847, -0.3698987684297035 51.46917861338809, -0.3706600484248571 51.46903636058122, -0.373635525375656 51.469490118710134, -0.3743706023179816 51.469628389413764, -0.374525712912799 51.46917010605813, -0.3752585252128103 51.469327880124794, -0.3787237192351024 51.47037034762781, -0.3785628288483318 51.470839616885485, -0.3792252442852478 51.47106363695821, -0.3785584721382192 51.47302935501929, -0.3780254795544922 51.473429299486426, -0.3773882354591815 51.47319022633348, -0.3737813417921284 51.47176042599827, -0.3730399868018982 51.47156458581448))",8.00E-06,2603,2895,6,17.234,0.059,0.037,5.771,-0.533,0.65,39.964,43.684
2074,2074,0,119.8,751,2.8,174746.7641,2,27.5,1,1.765,1,0.2,"POLYGON ((-0.3819126424531317 51.47123553706545, -0.3815501955359923 51.470919284313126, -0.3809809001730486 51.47116827273636, -0.3800826309912516 51.47084912120385, -0.3790709430203236 51.470489413261326, -0.3787237192340537 51.47037034762873, -0.3752585252114992 51.46932788012585, -0.3764026947157355 51.46873225069426, -0.3769660243258216 51.469100821117465, -0.377971852659919 51.4687819783628, -0.3781247404157782 51.46784888332396, -0.3784937424988863 51.467803018245185, -0.3784446509671644 51.46731434433523, -0.3792962439079206 51.467196448795974, -0.3794468728145792 51.466843927666154, -0.3787287983685966 51.46660738586589, -0.3789746187507405 51.465610173308235, -0.3796331245487783 51.465416156657234, -0.3804349336707984 51.46587666126116, -0.3808887144257299 51.46558834881763, -0.3810433903039564 51.466566321686855, -0.3852183351228378 51.46604585594921, -0.385941134098542 51.46622181474424, -0.3855337033533452 51.46669831942206, -0.384746300636438 51.466443639775655, -0.3842181744500183 51.46694067027489, -0.3839994815783481 51.46650996416298, -0.3828813111167261 51.46666819902383, -0.3828244482941518 51.46718728739057, -0.3820160044087559 51.46705876709232, -0.3824562414618028 51.468444981016475, -0.3819495935932469 51.46851254610862, -0.3816728894956439 51.47044625572486, -0.3822593818532892 51.470461749215964, -0.3823457944151331 51.469857345310814, -0.3830876435823159 51.47025132390519, -0.3828481536670001 51.47111443014662, -0.3819126424531317 51.47123553706545))",1.14E-05,2604,2206,5,21.955,0.146,0.07,11.328,0.108,0.326,40.304,22.978
1802,1714,88,69,596,2.9,258454.6963,5,59.6,1.2,0.4775,1.2,0.189589041,"POLYGON ((-0.368880920478179 51.46974383442984, -0.3671626627850354 51.46844822544829, -0.3689242645535178 51.46846415526115, -0.3687010060525113 51.46749232422861, -0.3682871230363424 51.46741581383772, -0.3708154659286635 51.466850840616736, -0.3708997744153738 51.46683266050391, -0.3717509954214298 51.466653531872076, -0.373222224383946 51.46633194751232, -0.3744093536609428 51.46607889356839, -0.3781098084186136 51.4652785913123, -0.3787894981031897 51.465124978154265, -0.3807203485857568 51.46468739454774, -0.3823348339693457 51.46432148108344, -0.3844676060358113 51.46385700991712, -0.384756272185013 51.464146196088805, -0.3844434376647972 51.46415167882742, -0.3835028710920659 51.46445261946545, -0.3833035896010655 51.46485657641176, -0.3806813839153081 51.4651215900592, -0.3808887144278735 51.465588348820894, -0.3804349336731144 51.46587666126113, -0.3796331245473014 51.465416156655266, -0.3789746187495584 51.465610173311326, -0.3787287983695959 51.46660738586828, -0.3794468728127227 51.46684392766695, -0.3792962439084998 51.467196448792755, -0.3784446509675782 51.46731434433392, -0.3784937424939749 51.46780301824257, -0.378124740414941 51.46784888332622, -0.3779718526641142 51.46878197836263, -0.3769660243237187 51.469100821115966, -0.3764026947117045 51.468732250690564, -0.3752585252123482 51.4693278801247, -0.3745257129123054 51.46917010605921, -0.3743706023202327 51.469628389417096, -0.3736355253708316 51.46949011870759, -0.3706600484269126 51.46903636057853, -0.3698987684300136 51.46917861339105, -0.3696600325744601 51.46901884585137, -0.368880920478179 51.46974383442984))",1.93E-05,2605,1373,3,28.32,0.174,0.116,5.553,-0.166,0.976,38.628,36.497
1558,1376,182,61.3,407,3.4,261700.9631,3,32.33333333,1,2.073333333,4,0.588127854,"POLYGON ((-0.3864956339497624 51.467156715245515, -0.3871168931574359 51.4668567002926, -0.3869489972802846 51.46641243672263, -0.3877360608840279 51.46622773263524, -0.387793062834949 51.46570838322668, -0.3885106799672731 51.46568336672992, -0.3888652092589132 51.46484133392133, -0.3892954085212008 51.463645107231606, -0.3883954475998216 51.4635481594153, -0.3890620672508406 51.46331999483759, -0.3886661575360428 51.46273820149711, -0.393111435433832 51.46130756143412, -0.3950634216103779 51.463949322179595, -0.3953252337222439 51.46433415221835, -0.3954530453082061 51.464522077961426, -0.3926647519886558 51.46533093736382, -0.3937550901658628 51.4675432377411, -0.3902884476002761 51.467198332461074, -0.3909229081160948 51.46851923356104, -0.3890220851679413 51.46896337773731, -0.3872884153123372 51.46737420184409, -0.3864956339497624 51.467156715245515))",1.15E-05,2607,2813,6,17.794,0.118,0.077,10.639,-0.303,-0.043,32.091,26.951
1573,1529,44,50.2,651,2.3,313198.9997,8,102.375,2.875,1.57,1.375,0.542123288,"MULTIPOLYGON (((-0.3198686725503373 51.469413653524946, -0.3210853371038627 51.465952443506055, -0.321138695399379 51.469756523051245, -0.3204739629820732 51.47048753437961, -0.3197239755502712 51.470679117917854, -0.3198686725503373 51.469413653524946)), ((-0.3191089856880761 51.47151816731295, -0.3202029731771905 51.47131904377839, -0.3215011272870037 51.47051123480074, -0.3220607180843778 51.470603772107765, -0.3215789931932208 51.470429619602655, -0.3217958338322597 51.46993391650873, -0.3223844473014571 51.46896101103123, -0.3218798455790269 51.46795922507265, -0.3217345831816391 51.46540716927309, -0.321973733702191 51.465408128153385, -0.323211883313052 51.46540666934428, -0.3240221685417396 51.46499722220777, -0.3269866729532397 51.465081301387556, -0.3265497409060903 51.46546061415105, -0.3268359480638834 51.46585929284631, -0.3262129414213878 51.467540966685235, -0.3266663658302112 51.467556035068085, -0.3266267245552598 51.46825237787486, -0.328656954382691 51.468492555803415, -0.3287914366261455 51.46907946190875, -0.3285611309462925 51.46947185224021, -0.3279505651926404 51.469131391979886, -0.3273456617678704 51.46933478660463, -0.3251997025455131 51.46928801363867, -0.3242410038138237 51.46928456765856, -0.3242435888222748 51.46974060759861, -0.3246745352630409 51.47023470945603, -0.3274054580336602 51.47078875170035, -0.3284931202359371 51.47071984106819, -0.328420147140822 51.47135969544208, -0.3268372340328765 51.47128883945257, -0.3236945672991437 51.47089511349375, -0.3237665961504067 51.4714613943571, -0.3231723089717416 51.47148736510751, -0.3228270694582354 51.47142547889774, -0.3220198449304068 51.47277431342638, -0.3221847870531531 51.47418246801245, -0.3220133757358871 51.47435555519635, -0.3187751025912498 51.472469440461694, -0.318541357431112 51.47218142637699, -0.3191089856880761 51.47151816731295)))",2.55E-05,2608,2348,5,20.952,0.145,0.097,8.086,-0.054,0.593,28.066,23.138
2014,1943,71,58.7,883,2.2,338481.1187,6,106.3333333,3,0.3925,1,0.294977169,"POLYGON ((-0.3315302739981952 51.47106186745522, -0.3284931202349541 51.47071984106735, -0.3274054580367131 51.47078875170168, -0.3246745352612393 51.47023470945774, -0.3242435888221443 51.46974060759844, -0.32424100381047 51.469284567656736, -0.325199702546593 51.46928801363559, -0.3273456617634802 51.46933478660209, -0.3279505651906082 51.46913139198107, -0.3285611309482348 51.46947185223865, -0.3287914366317148 51.469079461910525, -0.3286569543859669 51.46849255580235, -0.3266267245530771 51.46825237787683, -0.3266663658346532 51.4675560350662, -0.3276016271654596 51.467463547234985, -0.3279845233824948 51.467112190701485, -0.3269551920189706 51.466715970928014, -0.3272442203728876 51.466185830943864, -0.3278562259689091 51.46614423003877, -0.32886658775899 51.46682389878786, -0.3293834481817474 51.46637513524521, -0.3297993837673629 51.46671085577236, -0.3307391970271659 51.464907340254825, -0.3325860726521891 51.465845489587934, -0.3336206421300746 51.46581612567685, -0.3347059527096419 51.466962658129226, -0.334536216786569 51.46754258365429, -0.3339016931412663 51.467524576932924, -0.3337338628292274 51.46896996210404, -0.3343528347042089 51.46929578195686, -0.3346036542883669 51.470147278966856, -0.3355086598130781 51.47008521387133, -0.3362194111602781 51.47114981640601, -0.3371832140195979 51.471292743928345, -0.3371752992371514 51.47177855143298, -0.3378238540871758 51.47184318449672, -0.3376149507096708 51.47257069869416, -0.3380912210623538 51.47272486137091, -0.3376399729391424 51.4732949106151, -0.3361796396744786 51.47237883045636, -0.3354164014165573 51.4721042974699, -0.3343864551689936 51.4718383717369, -0.3332367704414609 51.471557758959904, -0.3315302739981952 51.47106186745522))",1.77E-05,2609,3170,7,15.455,0.091,0.072,11.964,-0.302,0.195,28.849,19.644
1737,1737,0,39.2,708,2.5,442983.7075,18,87.11111111,1.888888889,0.76,5.166666667,0.200761035,"POLYGON ((-0.3262129414184569 51.46754096668562, -0.3268359480610233 51.465859292844115, -0.3272268299875944 51.4654062680469, -0.3277777572127421 51.46542131141705, -0.3282920762711664 51.46472322987042, -0.3285668816465661 51.46440033782525, -0.3297027858122072 51.462577297070176, -0.3295044380127011 51.46217248526504, -0.3318731335049806 51.461927697256066, -0.3318568361319672 51.46062759100718, -0.3320410234588178 51.46051105344595, -0.3334882973088416 51.46029783161671, -0.3363507625367962 51.459960811989944, -0.3398664750966328 51.45932035430375, -0.3400673019470993 51.45929239883207, -0.3400595825451334 51.45941987324359, -0.3402059711303345 51.46375793733635, -0.3402365747037268 51.46426749998056, -0.3377115869700168 51.46450326361285, -0.3376982160922437 51.46526742475237, -0.3351852370974901 51.46525438691483, -0.3336206421310282 51.46581612567989, -0.3325860726490242 51.46584548958732, -0.3307391970254555 51.46490734025413, -0.3297993837722934 51.466710855773044, -0.3293834481841819 51.466375135246146, -0.3288665877600482 51.4668238987868, -0.327856225970061 51.46614423003876, -0.327244220369839 51.46618583094591, -0.3269551920193586 51.46671597092736, -0.3279845233850296 51.46711219070484, -0.3276016271622333 51.46746354723161, -0.3266663658348439 51.467556035068654, -0.3262129414184569 51.46754096668562))",4.06E-05,2611,3104,7,15.821,0.083,0.058,6.798,-0.572,0.363,34.272,31.2
1659,1659,0,69.2,636,2.6,246543.9122,9,53.66666667,2.111111111,1.208888889,1.111111111,0.123592085,"POLYGON ((-0.3265497409062116 51.4654606141509, -0.3269866729549217 51.46508130138802, -0.3240221685363173 51.46499722220916, -0.3256100262215393 51.46333708403694, -0.3260228386378492 51.462537801132356, -0.326785437705742 51.46151674817247, -0.326877926699324 51.461156601425515, -0.3263638064235068 51.46082229199281, -0.3266356649742128 51.46020970875171, -0.3262852702296553 51.45982344845323, -0.3264707335186591 51.45936298824084, -0.3259238653094305 51.45856583894273, -0.3256228770502594 51.45798404112312, -0.3269105880417686 51.45704203735983, -0.3272686602775002 51.4569780490649, -0.3284115867188361 51.457952038257666, -0.329786742743637 51.45796863257235, -0.3305163419931224 51.46002496033365, -0.3320410234633189 51.46051105344976, -0.3318568361313542 51.46062759100914, -0.3318731335058776 51.46192769725509, -0.3295044380070328 51.462172485263146, -0.3297027858146451 51.46257729707126, -0.3285668816428044 51.464400337824145, -0.3282920762698444 51.46472322986755, -0.3277777572153142 51.46542131141963, -0.327226829986211 51.46540626804553, -0.3268359480639975 51.465859292845636, -0.3265497409062116 51.4654606141509))",3.65E-05,2612,2819,6,17.739,0.097,0.081,8.7,-0.359,0.287,25.527,38.087
1578,1578,0,59.8,683,2.3,262419.2725,8,67,2.5,0.318333333,1.125,0.066780822,"POLYGON ((-0.3305163419899149 51.46002496033396, -0.3297867427414657 51.45796863257187, -0.3306860826583666 51.45774452741141, -0.332344050630678 51.45638111915866, -0.3326261904132445 51.4557006680123, -0.3335477241010054 51.45525718191523, -0.3360196376058724 51.455612590189794, -0.3369844055684723 51.454631155426114, -0.3374074163072673 51.4547422487066, -0.3377902110806231 51.45547913416035, -0.3387165980792716 51.45619099861854, -0.3389781688309769 51.45608806409355, -0.3391266934273814 51.45608658021961, -0.3404813405753023 51.45709190149915, -0.3407401110528939 51.45772081229963, -0.3398664750947582 51.45932035430335, -0.336350762534167 51.459960811988815, -0.3362426555962647 51.45966196326606, -0.3361745040545581 51.45926588939837, -0.3364913125337172 51.458659820734006, -0.3360521845062351 51.45748366386333, -0.3355923169077577 51.45731797149256, -0.3329187875671751 51.457635735078185, -0.3331036273900716 51.45825282114124, -0.332300092059275 51.458419056819935, -0.3325259969281068 51.45892428718987, -0.3332638059416804 51.458783984821515, -0.3341816143608362 51.45855548433902, -0.3346562527761284 51.458832456770786, -0.3348475931376414 51.45925111655319, -0.3344188208008461 51.459545668286665, -0.3348462374456196 51.45977528062906, -0.3333531983599349 51.45987661496086, -0.3334882973097269 51.460297831617304, -0.3320410234624824 51.460511053446616, -0.3305163419899149 51.46002496033396))",3.05E-05,2613,1582,4,26.691,0.192,0.102,12.362,0.148,0.269,41.085,24.788
1565,1554,11,67.3,652,2.4,228943.5906,14,46.85714286,1.285714286,1.322727273,2.357142857,0.439726027,"POLYGON ((-0.3450729831752918 51.47724247635107, -0.3456970683861393 51.4765955521139, -0.3446153524802304 51.47663633604941, -0.3445065165117618 51.47698675068309, -0.3439842230252925 51.47691468510419, -0.3440983701323476 51.4763672068967, -0.3424646094269504 51.47632636501853, -0.3424759545363633 51.47488312874084, -0.3421429120453704 51.47490720513537, -0.3396174089702242 51.475060320521834, -0.3400440686179383 51.47639721889229, -0.3396712113631127 51.47645541716504, -0.3389421371860457 51.476031579049696, -0.3387696732340928 51.47657846922978, -0.3382780391225406 51.47665096874839, -0.3377994138599179 51.475160448262564, -0.3366738754827891 51.47522541940103, -0.3372648579477695 51.475274805903325, -0.3373185292639978 51.47559985792485, -0.3367876920357911 51.47558566658773, -0.336761554682126 51.47598914215371, -0.3355934329889855 51.47614615616746, -0.334605602603245 51.47679948007316, -0.3341497635658378 51.476435838226664, -0.3358957426908336 51.47543874734825, -0.3369994516963948 51.47480730688012, -0.3382321452676978 51.47409986431535, -0.338332763836599 51.47404964713437, -0.3402495814719062 51.473046046295664, -0.341946239715371 51.47218277442028, -0.3427234542729582 51.47305496755523, -0.3432263547407068 51.472922989525244, -0.3436966797608736 51.47344190962217, -0.344160527096145 51.47326988158776, -0.3448457151762286 51.473822674570954, -0.3452956666660909 51.474124621029326, -0.3461684463001409 51.47492076896399, -0.345965672909742 51.47592157973674, -0.3474706670146889 51.47609843778848, -0.3496286833072971 51.47612450428014, -0.3493693695125837 51.47764957788452, -0.348258198375991 51.47747985709906, -0.3481255870425856 51.47672720122928, -0.3474310674922927 51.47666065602262, -0.3473349615896349 51.47741208585513, -0.3468769309458607 51.477414019582845, -0.3467126948224708 51.4778887654777, -0.3454083097236914 51.47821349760928, -0.3455811093652008 51.47728994096143, -0.3450729831752918 51.47724247635107))",6.12E-05,2618,2542,6,19.551,0.11,0.08,5.074,-0.197,0.711,29.671,33.459
